name,tel,addr,rating,review_count,lat,lng,thumbnail
단양면옥,033-671-2227,강원도 양양군 양양읍 남문리 16-35,3.7,11,38.0754956,128.6219635,https://mp-seoul-image-production-s3.mangoplate.com/586167_1566778214032797.jpg
윤가냉면,033-763-6778,강원도 원주시 판부면 서곡리 1992-4,3.7,11,37.3204437,127.94246747,https://mp-seoul-image-production-s3.mangoplate.com/261386_1589714747873745.jpg
조선면옥,031-704-0086,경기도 성남시 분당구 서현동 196-13,3.6,14,37.38370918,127.13488267,https://mp-seoul-image-production-s3.mangoplate.com/447263_1502789031396543.jpg
경인면옥,032-762-5770,인천시 중구 내동 154,3.5,16,37.47252071,126.62821679,https://mp-seoul-image-production-s3.mangoplate.com/185477/14363_1525587106022_6463
평택고여사집냉면,02-392-7461,서울시 서대문구 연희동 193-13,3.5,25,37.56566427,126.92924341,https://mp-seoul-image-production-s3.mangoplate.com/18018/34440_1483521282964_2041908
사곶냉면,032-439-1645,인천시 남동구 구월동 1142-17 파티마오피스텔,0.0,9,37.45297906,126.70574302,https://mp-seoul-image-production-s3.mangoplate.com/88767/385579_1541229904393_23933
스시카나에,02-516-3350,서울시 강남구 청담동 96-22 노노빌딩 2F,4.8,61,37.5251936,127.0457369,https://mp-seoul-image-production-s3.mangoplate.com/384189/933379_1592390011949_13098
스시 나미키,02-6368-7953,서울시 강남구 논현동 241-1 강남파라곤 S동 1F 103호,4.7,32,37.5165727,127.0401727,https://mp-seoul-image-production-s3.mangoplate.com/611999_1556893666392180.jpg
스시선수,02-514-0812,서울시 강남구 신사동 651-16,4.6,82,37.52282073,127.03617107,https://mp-seoul-image-production-s3.mangoplate.com/777621_1587033694686575.jpg
스시려 프리미엄,02-525-0900,서울시 서초구 서초동 1337-2 아크로텔 206호,4.6,32,37.49198057,127.02865282,https://mp-seoul-image-production-s3.mangoplate.com/460278_1587253036708877.jpg
스시키,02-539-2008,서울시 강남구 역삼동 683-2 운경빌딩 1F,4.6,28,37.50888907,127.04386135,https://mp-seoul-image-production-s3.mangoplate.com/460278_1543805452224303.jpg
스시코에,010-4134-8466,서울시 서초구 방배동 866-20,4.6,13,37.4860343,126.9844085,https://mp-seoul-image-production-s3.mangoplate.com/65515_1552813186192795.jpg
이요이요스시,02-306-0372,서울시 마포구 공덕동 469 래미안5차상가  106호,4.5,82,37.5494576,126.95372043,https://mp-seoul-image-production-s3.mangoplate.com/64131_1560260468711203.jpg
스시고,02-595-4700,서울시 서초구 반포동 94-10,4.5,52,37.49894333,126.99788666,https://mp-seoul-image-production-s3.mangoplate.com/443250_1539483673580412.jpg
스시호시카이,064-713-8838,제주 제주시 오라이동 959-1,4.5,30,33.4877077,126.51752574,https://mp-seoul-image-production-s3.mangoplate.com/183601/810841_1576108482524_16685
스시이마,070-7807-5295,서울시 은평구 역촌동 9-60  1F,4.5,24,37.6060553,126.9160557,https://mp-seoul-image-production-s3.mangoplate.com/439642_1551185190743637.jpg
스시아라타,02-2636-9417,서울시 영등포구 여의도동 34-8,4.4,38,37.5213006,126.9288968,https://mp-seoul-image-production-s3.mangoplate.com/352264/449685_1549024536467_8649
김수사,02-542-5235,서울시 강남구 논현동 4-19 혜정빌딩 1F,4.4,73,37.51723643,127.02313481,https://mp-seoul-image-production-s3.mangoplate.com/970573_1556020316285437.jpg
하쯔호,02-780-1634,서울시 영등포구 여의도동 61 금호리첸시아 B1,4.4,21,37.51840731,126.93946201,https://mp-seoul-image-production-s3.mangoplate.com/192299/54303_1555040255827_34732
스시 시미즈,02-543-0887,서울시 강남구 신사동 631-18  B1,4.4,11,37.5229377,127.0345155,https://mp-seoul-image-production-s3.mangoplate.com/333897/694014_1584589571366_35644
오가와,02-735-1001,서울시 종로구 당주동 5 로얄빌딩 B1,4.3,130,37.57203484,126.97449737,https://mp-seoul-image-production-s3.mangoplate.com/801050_1545755079805404.jpg
스시코우지,02-541-6200,서울시 강남구 청담동 1-1 퍼스트빌딩 2F,4.3,75,37.5229386,127.0398472,https://mp-seoul-image-production-s3.mangoplate.com/548732_1589892528067552.jpg
스시쿤,031-719-6972,경기도 성남시 분당구 정자동 15-3 폴라리스1차 104호,4.3,92,37.37015576,127.10761803,https://mp-seoul-image-production-s3.mangoplate.com/12650/1218142_1549724379492_10771
오관스시,070-8225-6369,서울시 동대문구 회기동 60-101,4.3,59,37.59160547,127.05005587,https://mp-seoul-image-production-s3.mangoplate.com/272327/259007_1581932242319_3834
스시만,02-533-0181,서울시 서초구 방배동 1-3,4.3,24,37.4941843,126.99489624,https://mp-seoul-image-production-s3.mangoplate.com/675329_1586322733693593.jpg
스시도우,02-588-8011,서울시 서초구 서초동 1544-10,4.3,21,37.489154,127.0097185,https://mp-seoul-image-production-s3.mangoplate.com/619788_1583086998904657.jpg
상남스시,02-822-3455,서울시 동작구 신대방동 361-50,4.3,19,37.49821918,126.92384726,https://mp-seoul-image-production-s3.mangoplate.com/263804/259007_1586152843139_4995
스시쇼부,02-386-0045,서울시 은평구 응암동 85-4  2F,4.3,14,37.6020549,126.9250624,https://mp-seoul-image-production-s3.mangoplate.com/1388032_1590858296994459.jpg
스시효 (휴업중),02-2270-3151,서울시 중구 장충동2가 186-54 그랜드앰버서더 서울,4.3,19,37.56011825,127.0025949,https://mp-seoul-image-production-s3.mangoplate.com/33537_1574485028471100.jpg
스시치카라,02-6052-8139,서울시 마포구 합정동 361-30  1F,4.3,19,37.5475147,126.9171902,https://mp-seoul-image-production-s3.mangoplate.com/940058_1589185243421318.jpg
스시카이세이,02-515-2700,서울시 강남구 신사동 635-7  1F,4.3,15,37.52695247,127.03436591,https://mp-seoul-image-production-s3.mangoplate.com/722502_1581296390552044.jpg
가네끼스시,02-831-3472,서울시 동작구 신대방동 395-69 보라매아카데미타워 2F,4.3,11,37.4914529,126.924156,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/59951/586167_1561079025182
스시산원,02-557-5656,서울시 강남구 삼성동 142-7 LG에클라트 A동 101호,4.2,39,37.50666257,127.05065932,https://mp-seoul-image-production-s3.mangoplate.com/1648031_1586574301047278.jpg
스담,02-6227-1116,서울시 중구 신당동 310-7,4.2,25,37.55974889,127.01388038,https://mp-seoul-image-production-s3.mangoplate.com/1047892_1576020167359454.jpg
스시혜정,010-4747-8293,서울시 영등포구 여의도동 55-2 나라키움빌딩 3F 309호,4.2,12,37.5182835,126.9312123,https://mp-seoul-image-production-s3.mangoplate.com/1322635_1591398794060297.jpg
스시카루,010-7116-3223,서울시 서초구 서초동 1716-4  1F,4.2,12,37.49332934,127.01180449,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/261348/586167_1552893476849
스시유카이,070-4069-6564,경기도 수원시 영통구 이의동 1309-2,4.1,33,37.2941091,127.0529451,https://mp-seoul-image-production-s3.mangoplate.com/1089273_1538894445487869.jpg
스시쇼우키,02-333-3355,서울시 강남구 역삼동 673-29 도영빌딩,4.1,32,37.5037946,127.0398529,https://mp-seoul-image-production-s3.mangoplate.com/196095/116586_1558938284266_38930
스시산원 청,02-538-5550,서울시 강남구 역삼동 735-17 역삼푸르지오시티 2F,4.1,40,37.49810671,127.03386305,https://mp-seoul-image-production-s3.mangoplate.com/270278/650237_1557272747995_58621
스시사랑,02-525-2672,서울시 서초구 서초동 1549-2 진흥펠리체 1F,4.1,24,37.4900646,127.0099677,https://mp-seoul-image-production-s3.mangoplate.com/283266/1058881_1553390206194_20795
스시타노,02-593-1600,서울시 서초구 반포동 107-32,4.1,30,37.4980122,126.9965134,https://mp-seoul-image-production-s3.mangoplate.com/74399_1555739895644141.jpg
아루히,02-780-3903,서울시 영등포구 여의도동 35-5  2F,4.1,25,37.5214725,126.9249813,https://mp-seoul-image-production-s3.mangoplate.com/383602/621247_1574652775794_8287
스시언,031-712-9069,경기도 성남시 분당구 정자동 162-2 푸르지오시티3차 D동 116호,4.1,17,37.3622216,127.1052707,https://mp-seoul-image-production-s3.mangoplate.com/598583_1571895540736365.jpg
시엔스시,02-737-1995,서울시 종로구 종로1가 24 르메이에르종로타운1 2F,4.1,16,37.5708586,126.9798225,https://mp-seoul-image-production-s3.mangoplate.com/27597_1583138636628411.jpg
스시이토,02-543-2425,서울시 강남구 신사동 656-15,4.1,19,37.5249065,127.0376586,https://mp-seoul-image-production-s3.mangoplate.com/468153_1591514844825323.jpg
스시쇼우,02-595-4510,서울시 서초구 반포동 94-17  2F,4.1,16,37.4987891,126.9978896,https://mp-seoul-image-production-s3.mangoplate.com/359405/941144_1577348877356_3449
스시고이,02-6448-1688,서울시 동대문구 회기동 60-22,4.1,15,37.5911569,127.0527988,https://mp-seoul-image-production-s3.mangoplate.com/609281_1583158653483011.jpg
슈치쿠,02-789-5751,서울시 영등포구 여의도동 60 한화금융센터 58F,4.1,10,37.52002428,126.94006969,https://mp-seoul-image-production-s3.mangoplate.com/1528/1454246_1570855973351_14667
스시장종현,,서울시 강남구 청담동 121-30  2F,4.1,7,37.5254824,127.0489704,https://mp-seoul-image-production-s3.mangoplate.com/410121/923979_1590760870121_38315
초이스시,02-2202-5518,서울시 송파구 잠실동 22-6,4.0,40,37.51199345,127.08702507,https://mp-seoul-image-production-s3.mangoplate.com/275084/439642_1573782254962_3701
스시 오오시마 (휴업중),02-2647-5047,서울시 양천구 신정동 282-51  103호,4.0,16,37.516167,126.8721494,https://mp-seoul-image-production-s3.mangoplate.com/330825/54129_1547049584025_38064
텐메이,032-446-8253,인천시 남동구 구월동 1132-19  102호,4.0,18,37.45227673,126.70437333,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/365650_1479886008707940.jpg
스시히카리,010-2698-6982,서울시 마포구 서교동 346-50  1F,3.9,37,37.55503655,126.92414258,https://mp-seoul-image-production-s3.mangoplate.com/234857/496215_1529565849042_7678
스시혼,031-701-0923,경기도 성남시 분당구 삼평동 740 아브뉴프랑,3.9,38,37.39759869,127.11376097,https://mp-seoul-image-production-s3.mangoplate.com/195718/98175_1554613386524_5009
려,02-874-1275,서울시 관악구 봉천동 874-1 신원 메트로빌 1F,3.9,37,37.4821051,126.9505744,https://mp-seoul-image-production-s3.mangoplate.com/899447_1544332412844175.jpg
스시이소,02-2263-4401,서울시 중구 충무로2가 52-9,3.7,18,37.56142154,126.99006711,https://mp-seoul-image-production-s3.mangoplate.com/40258/172778_1551836219385_76332
베이커리봉교,02-322-7062,서울시 마포구 상수동 88-12,4.3,185,37.5491195,126.923729,https://mp-seoul-image-production-s3.mangoplate.com/48165/1171850_1539918625267_17898
성심당,,대전시 유성구 도룡동 4-19 대전컨벤션센터,4.3,28,36.37462385,127.39152877,https://mp-seoul-image-production-s3.mangoplate.com/333168/1062290_1538322282597_8210
크림디저트샵,010-5414-5574,경기도 고양시 덕양구 화정동 973 요진타워 B1,4.2,30,37.63378267,126.83258405,https://mp-seoul-image-production-s3.mangoplate.com/1077530_1545296509948233.jpg
쟝블랑제리,02-889-5170,서울시 관악구 봉천동 1660-7,4.1,298,37.4771475,126.9619625,https://mp-seoul-image-production-s3.mangoplate.com/2615/1171850_1539774193508_17843
바켄,02-516-8889,서울시 강남구 신사동 528-3,4.1,108,37.5229265,127.0205996,https://mp-seoul-image-production-s3.mangoplate.com/408878/1537857_1574984117900_1500
이성당,063-445-2772,전라북도 군산시 중앙로1가 12-2,4.1,149,35.98724296,126.71126745,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/191512_1482753227112748.jpg
가또블루,042-489-9001,대전시 유성구 궁동 433-6,4.1,12,36.3612216,127.353253,https://mp-seoul-image-production-s3.mangoplate.com/388497/952214_1558601562940_1143
김영모과자점,02-3473-5484,서울시 서초구 서초동 1635-1,4.0,93,37.493759,127.021376,https://mp-seoul-image-production-s3.mangoplate.com/1312/293292_1456387828950_21444
더플레이트디저트,070-7633-6056,서울시 강남구 논현동 254-26,4.0,24,37.5138677,127.0417743,https://mp-seoul-image-production-s3.mangoplate.com/381008/90579_1571829623779_20018
푸하하크림빵,02-333-6003,서울시 마포구 동교동 153-3,3.9,229,37.5589867,126.92441473,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/584169_1487131026572187.jpg
어글리베이커리,02-338-2018,서울시 마포구 망원동 400-1,3.9,91,37.5551506,126.9060816,https://mp-seoul-image-production-s3.mangoplate.com/528686_1584968046553094.jpg
욥,02-2675-1232,서울시 영등포구 당산동5가 11-34 삼성타운 1F,3.9,44,37.53183281,126.90099153,https://mp-seoul-image-production-s3.mangoplate.com/651394_1512629912334243.jpg
베이커리가루,033-647-7953,강원도 강릉시 교동 1889-4,3.9,30,37.76239141,128.87728958,https://mp-seoul-image-production-s3.mangoplate.com/192093/690491_1538303136884_26351
리치몬드과자점,02-325-0221,서울시 마포구 성산동 114-5,3.9,46,37.5614363,126.9156133,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/104601_1448270395429.jpg
우부래도,070-8872-0509,서울시 동작구 상도일동 666-3  1F,3.9,32,37.5031723,126.9486663,https://mp-seoul-image-production-s3.mangoplate.com/390269/875808_1562552136798_24762
겐츠베이커리,051-242-2043,부산시 중구 부평동2가 72-2,3.9,18,35.1017306,129.0257398,https://mp-seoul-image-production-s3.mangoplate.com/52360_1551275862156094.jpg
이흥용과자점,02-3479-1602,서울시 서초구 반포동 19-3 신세계백화점 강남점 B1,3.9,31,37.50555211,127.0035662,https://mp-seoul-image-production-s3.mangoplate.com/280435/1177085_1558668836048_33355
샹끄발레르,032-831-2274,인천시 연수구 송도동 22-19,3.9,27,37.39290448,126.64471216,https://mp-seoul-image-production-s3.mangoplate.com/206052_1504421212345819.jpg
율베이커리,02-486-1867,서울시 강동구 성내동 380,3.9,21,37.5331367,127.1361203,https://mp-seoul-image-production-s3.mangoplate.com/463709_1501156965885718.jpg
명문제과,063-632-0933,전라북도 남원시 하정동 1-5,3.9,16,35.4090291,127.3824806,https://mp-seoul-image-production-s3.mangoplate.com/819837_1510114151319497.jpg
베이커스필드,02-6282-4560,서울시 서초구 반포동 19-3 파미에스테이션 1F,3.9,14,37.50334721,127.004688,https://mp-seoul-image-production-s3.mangoplate.com/188558/1177085_1554269872070_31816
프랑세즈과자점,02-596-4940,서울시 서초구 서초동 1687 유원서초아파트상가,3.8,15,37.49589294,127.01918302,https://mp-seoul-image-production-s3.mangoplate.com/619088_1498386202923959.jpg
빵나무,02-322-0045,서울시 마포구 동교동 201-48,3.7,43,37.557535,126.9213083,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/463709_1467345781236557.jpg
빵다방,033-642-8807,강원도 강릉시 포남동 1278-23,3.7,29,37.76900561,128.9181173,https://mp-seoul-image-production-s3.mangoplate.com/1373355_1560054335193913.jpg
브레드랩,02-337-0501,서울시 마포구 연남동 229-67,3.7,31,37.5635242,126.9253985,https://mp-seoul-image-production-s3.mangoplate.com/187535/ttuljhyhw5zdas.jpg
대구근대골목단팥빵,070-4100-1883,대구시 동구 신암동 294,3.7,14,35.87938761,128.62807522,https://mp-seoul-image-production-s3.mangoplate.com/463709_1500555127622031.jpg
황준호베이커리,02-928-9542,서울시 성북구 안암동5가 146-27,3.7,28,37.5861539,127.0287409,https://mp-seoul-image-production-s3.mangoplate.com/777980_1571002850473588.jpg
나폴레옹과자점,02-742-7421,서울시 성북구 성북동1가 35-5,3.6,115,37.5889351,127.0051519,https://mp-seoul-image-production-s3.mangoplate.com/27597_1550318684875992.jpg
옵스,051-743-1950,부산시 해운대구 우동 1433,3.6,52,35.1572772,129.14984495,https://mp-seoul-image-production-s3.mangoplate.com/643956_1549683465503096.jpg
대원당,033-255-0008,강원도 춘천시 석사동 796-2,3.6,26,37.8577324,127.7393085,https://mp-seoul-image-production-s3.mangoplate.com/585290_1555657124484420.jpg
백부장집닭한마리,02-732-2565,서울시 종로구 공평동 129,4.3,75,37.57178116,126.98267365,https://mp-seoul-image-production-s3.mangoplate.com/439642_1550289508985253.jpg
닭한마리감자탕,02-515-5220,서울시 강남구 신사동 512-18,4.3,55,37.5174102,127.0205276,https://mp-seoul-image-production-s3.mangoplate.com/756746_1543590362730957.jpg
시조명동닭한마리,02-2275-3125,서울시 종로구 종로5가 280-4,4.3,21,37.57039572,127.00611711,https://mp-seoul-image-production-s3.mangoplate.com/10210/704481_1493800680957_13757
동대닭한마리,02-2269-5596,서울시 중구 필동3가 10-2,4.0,43,37.5609938,126.9974232,https://mp-seoul-image-production-s3.mangoplate.com/617296_1574789309901619.jpg
소문난원할매닭한마리,02-2279-2078,서울시 종로구 종로5가 282-22,4.0,12,37.5702494,127.0053046,https://mp-seoul-image-production-s3.mangoplate.com/722502_1515324099716571.jpg
락빈칼국수닭한마리,031-704-0220,경기도 성남시 분당구 야탑동 342-1 야탑리더스,3.9,31,37.41365431,127.12551326,https://mp-seoul-image-production-s3.mangoplate.com/14361/39419_1553406114513_25753
진원조닭한마리,02-3141-1140,서울시 서대문구 창천동 57-53,3.7,17,37.55741125,126.93574301,https://mp-seoul-image-production-s3.mangoplate.com/707184_1546784136846562.jpg
닭칼원조집,02-392-1134,서울시 중구 중림동 471  1F,3.7,10,37.5602174,126.9677559,https://mp-seoul-image-production-s3.mangoplate.com/460278_1501561900343106.jpg
원조닭한마리,02-3461-4422,서울시 강남구 개포동 1193-7,3.7,22,37.4744837,127.0496005,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/619788_1492362113969564.jpg
진옥화할매원조닭한마리,02-2275-9666,서울시 종로구 종로5가 265-22,3.6,90,37.5703771,127.0056613,https://mp-seoul-image-production-s3.mangoplate.com/375994_1498825795420392.jpg
유닭스토리,02-6012-9563,서울시 서대문구 창천동 18-72,3.5,20,37.5570898,126.9373831,https://mp-seoul-image-production-s3.mangoplate.com/47272/1234812_1554126051036_4368
조가네닭한마리,02-783-2808,서울시 영등포구 여의도동 43-3,3.0,7,37.520759,126.931114,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/179982_1486090398266866.jpg
양평닭한마리칼국수,02-2631-3364,서울시 영등포구 당산동4가 92-3,0.0,6,37.5285518,126.8961244,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/571285_1485431176951748.jpg
진할매닭한마리,1544-1631,경기도 고양시 일산서구 일산동 555-2,0.0,7,37.68497589,126.776763,https://mp-seoul-image-production-s3.mangoplate.com/68858/dodgcpip2hujbp.jpg
장인석닭한마리,02-456-9912,서울시 광진구 중곡동 115-19,0.0,6,37.552719,127.089844,https://mp-seoul-image-production-s3.mangoplate.com/729747_1512866050200681.jpg
모로코코 카페,02-794-8367,서울시 용산구 용산동2가 45-9,4.5,81,37.5414738,126.9873406,https://mp-seoul-image-production-s3.mangoplate.com/1328235_1557756169886220.jpg
칙피스,02-6956-6780,서울시 강남구 신사동 540-18,4.5,131,37.51911,127.0248065,https://mp-seoul-image-production-s3.mangoplate.com/749690_1581227509211401.jpg
카사블랑카,02-797-8367,서울시 용산구 용산동2가 44-7,4.4,249,37.5416294,126.9871216,https://mp-seoul-image-production-s3.mangoplate.com/750987_1553595329638513.jpg
페트라,02-790-4433,서울시 용산구 이태원동 552,4.3,164,37.5346693,126.9877067,https://mp-seoul-image-production-s3.mangoplate.com/555683_1583938449387240.jpg
할랄가이즈,02-794-8308,서울시 용산구 이태원동 123-32  2F,4.2,134,37.5347376,126.9948104,https://mp-seoul-image-production-s3.mangoplate.com/269758/1234812_1549532136098_1474
그릴도하,02-790-5575,서울시 용산구 한남동 682-1  2F,4.2,49,37.5383369,127.0018415,https://mp-seoul-image-production-s3.mangoplate.com/340736/172778_1544322344479_72830
허머스키친,02-3453-6811,서울시 강남구 삼성동 159-8,4.1,92,37.50884302,127.06103062,https://mp-seoul-image-production-s3.mangoplate.com/528686_1556412772103533.jpg
벨라튀니지,031-296-8327,경기도 수원시 장안구 율전동 433-63,3.9,29,37.29725474,126.97134349,https://mp-seoul-image-production-s3.mangoplate.com/52193_1523267086490954.jpg
질할브로스,02-2251-8122,서울시 종로구 청진동 246 D타워 1F,3.9,53,37.571113,126.9791273,https://mp-seoul-image-production-s3.mangoplate.com/276047/1289221_1587455607754_5421
헬로 베이루트,010-4828-0118,서울시 중구 순화동 217 덕수궁롯데캐슬 B122호,0.0,10,37.5637085,126.9700429,https://mp-seoul-image-production-s3.mangoplate.com/349830/1199916_1556706002676_45230
포비,02-566-3861,서울시 마포구 합정동 426-18,4.3,130,37.55187,126.9110635,https://mp-seoul-image-production-s3.mangoplate.com/652493_1555331366273447.jpg
UPP,02-790-9090,서울시 용산구 한남동 620-124,4.3,29,37.53069211,127.00292084,https://mp-seoul-image-production-s3.mangoplate.com/740795_1497149874518532.jpg
이다,02-744-3979,서울시 종로구 권농동 141-5,4.3,49,37.5770374,126.9916975,https://mp-seoul-image-production-s3.mangoplate.com/1253526_1589977349412286.jpg
센터커피,070-8868-2008,서울시 성동구 성수동1가 685-478,4.2,109,37.5465638,127.0416155,https://mp-seoul-image-production-s3.mangoplate.com/1175978_1585112746722320.jpg
독수리다방,02-363-1222,서울시 서대문구 창천동 31-4 독수리빌딩 8F,4.2,141,37.55875036,126.93711507,https://mp-seoul-image-production-s3.mangoplate.com/887188_1522577007966223.jpg
더백푸드트럭,02-777-3338,서울시 용산구 후암동 406-55  1-3F,4.1,102,37.5475152,126.9840075,https://mp-seoul-image-production-s3.mangoplate.com/938914_1558262397196804.jpg
동차밥,02-333-1066,서울시 마포구 연남동 390-78  3F,4.1,43,37.5619418,126.9251694,https://mp-seoul-image-production-s3.mangoplate.com/1520205_1585554621467160.jpg
티컬렉티브,02-6918-8255,서울시 강남구 삼성동 44-17  17F,4.1,60,37.5119958,127.0488232,https://mp-seoul-image-production-s3.mangoplate.com/380034/1013171_1586340328033_18889
비비커피,070-8860-3703,경기도 과천시 갈현동 15-14  3F,4.1,12,37.4167542,126.9852314,https://mp-seoul-image-production-s3.mangoplate.com/711005_1573371669672436.jpg
Cafe de 220VOLT,051-412-7082,부산시 영도구 청학동 386-198,4.1,7,35.0939585,129.0561747,https://mp-seoul-image-production-s3.mangoplate.com/48219_1535805907603780.jpg
구스아일랜드 브루하우스,02-6205-1785,서울시 강남구 역삼동 833,4.0,217,37.49360307,127.0323206,https://mp-seoul-image-production-s3.mangoplate.com/27066_1588688595978530.jpg
딜라이트,02-547-2955,서울시 강남구 신사동 535-21,4.0,80,37.5201411,127.0226777,https://mp-seoul-image-production-s3.mangoplate.com/967873_1591021701050301.jpg
올드페리도넛,02-6015-2022,서울시 용산구 한남동 727-21  2F,4.0,122,37.5397053,127.0029705,https://mp-seoul-image-production-s3.mangoplate.com/624184_1583669455058094.jpg
음레코드,070-4001-0625,서울시 용산구 한남동 620-152,4.0,23,37.53061496,127.00279672,https://mp-seoul-image-production-s3.mangoplate.com/361632_1509623345998956.jpg
어니언,02-1644-1941,서울시 성동구 성수동2가 277-135,3.9,182,37.54478602,127.05811897,https://mp-seoul-image-production-s3.mangoplate.com/658547_1547913572072798.jpg
반쥴,02-735-5437,서울시 종로구 관철동 12-16,3.9,67,37.5690805,126.9861783,https://mp-seoul-image-production-s3.mangoplate.com/13564/928256_1515983148855_11869
만선호프,02-2274-1040,서울시 중구 을지로3가 95-1,3.9,118,37.56725652,126.99178232,https://mp-seoul-image-production-s3.mangoplate.com/817702_1577272180483075.jpg
사유,02-2289-9050,서울시 용산구 한남동 682-5,3.9,68,37.53803409,127.001845,https://mp-seoul-image-production-s3.mangoplate.com/651394_1538960439146118.jpg
루프탑클라우드,02-2050-6035,서울시 강남구 역삼동 642  21F,3.9,26,37.5012548,127.035484,https://mp-seoul-image-production-s3.mangoplate.com/10700/57286_1494583092735_17859
잔,02-2285-4854,서울시 중구 을지로3가 349-1  3F,3.9,49,37.5657633,126.9899866,https://mp-seoul-image-production-s3.mangoplate.com/339241/878900_1528546938417_31095
낭만카페,061-661-1188,전라남도 여수시 고소동 291-1,3.9,22,34.7387451,127.7403769,https://mp-seoul-image-production-s3.mangoplate.com/374228_1521898675392316.jpg
루프808,02-3452-8088,서울시 강남구 역삼동 808  16F,3.9,21,37.5043479,127.0250552,https://mp-seoul-image-production-s3.mangoplate.com/611890_1570436039562025.jpg
수하담,031-8016-6170,경기도 성남시 분당구 판교동 511-5,3.9,35,37.3998187,127.0963678,https://mp-seoul-image-production-s3.mangoplate.com/509505_1533365703249107.jpg
리도엘리펀트,02-6085-7979,서울시 성동구 성수동2가 333-97,3.9,22,37.53869094,127.0519802,https://mp-seoul-image-production-s3.mangoplate.com/583607_1523417245528306.jpg
프레스커피,02-424-0426,서울시 송파구 송파동 42-6  4F,3.9,25,37.5095616,127.1094558,https://mp-seoul-image-production-s3.mangoplate.com/831340_1591104048620546.jpg
월정리로와,064-783-2240,제주 제주시 구좌읍 월정리 6,3.9,22,33.55513278,126.79700743,https://mp-seoul-image-production-s3.mangoplate.com/64131_1541652536731282.jpg
그린마일커피,02-744-2404,서울시 종로구 가회동 11-49  1-2F,3.9,26,37.5824142,126.9852408,https://mp-seoul-image-production-s3.mangoplate.com/1409621_1564907935430798.jpg
인왕산대충유원지,070-7807-5640,서울시 종로구 누하동 22  4F,3.9,23,37.5800885,126.9688368,https://mp-seoul-image-production-s3.mangoplate.com/32408_1582376818859804.jpg
끼룩하우스,02-747-2626,서울시 종로구 익선동 154-3,3.9,16,37.5738989,126.99054,https://mp-seoul-image-production-s3.mangoplate.com/401823/1059167_1592128791185_54304
카페아르크,070-5220-1771,서울시 종로구 사직동 262-4  1F,3.9,45,37.5748652,126.9671746,https://mp-seoul-image-production-s3.mangoplate.com/380572/26737_1563231505673_1563228726163.jpg
카페아키라,010-5338-4887,인천시 중구 북성동2가 9-69,3.9,13,37.4762829,126.6188415,https://mp-seoul-image-production-s3.mangoplate.com/463989_1574336732931527.jpg
정지영커피로스터즈,070-7543-4332,경기도 수원시 팔달구 북수동 33-9,3.9,8,37.2868728,127.01722,https://mp-seoul-image-production-s3.mangoplate.com/442306_1591681778865749.jpg
데일리라운드,02-332-7880,서울시 마포구 연남동 390-28,3.9,23,37.5620029,126.9259895,https://mp-seoul-image-production-s3.mangoplate.com/1677165_1589613509451309.jpg
루프탑캠핑,070-4259-1009,서울시 서대문구 대현동 60-11 박스퀘어 3F,3.9,7,37.5589064,126.9430386,https://mp-seoul-image-production-s3.mangoplate.com/158567_1551513764149313.jpg
카린 영도 플레이스,051-413-8718,부산시 영도구 청학동 148-121,3.9,12,35.0890027,129.0619852,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/336893/872186_1573495653310
알베르 ,02-566-6181,서울시 강남구 역삼동 618-11,3.8,185,37.5030689,127.0280945,https://mp-seoul-image-production-s3.mangoplate.com/942994_1588179882583146.jpg
명랑스낵,,제주 제주시 한림읍 한림리 1479-4,3.8,40,33.4092443,126.2588257,https://mp-seoul-image-production-s3.mangoplate.com/1059060_1552308385805079.jpg
팬케이크샵,02-6407-3770,서울시 용산구 이태원동 455-1 그린빌라트 3-4F,3.8,24,37.53496807,126.98847758,https://mp-seoul-image-production-s3.mangoplate.com/323880/652055_1557932416428_31245
콜렉티보커피X사층빵집,02-795-5255,서울시 용산구 한남동 684-17,3.8,22,37.5355892,127.0010008,https://mp-seoul-image-production-s3.mangoplate.com/1159988_1562744570980554.jpg
르캬바레도산,02-6713-6730,서울시 강남구 논현동 60-8 청담에이든호텔 18F,3.8,10,37.5199833,127.0304776,https://mp-seoul-image-production-s3.mangoplate.com/596640_1561011421014187.jpg
카페 팜트리,031-996-3343,경기도 김포시 장기동 2021-1 베니스1상가 3F,3.8,9,37.64141733,126.67966194,https://mp-seoul-image-production-s3.mangoplate.com/63413_1585798000327873.jpg
Pai762,02-755-1231,서울시 용산구 용산동2가 1-1231,3.8,8,37.5462668,126.9851808,https://mp-seoul-image-production-s3.mangoplate.com/585867_1584615298465678.jpg
