,name,address,tel,score,count_evaluation,star
521,하레,서울특별시 서초구 서초동 1697-11,02-593-7319,51점,3,4.8
522,명가순대국,서울특별시 광진구 광장동 512-5,02-457-1613,22점,2,3.6
523,멕시칸치킨,서울특별시 동대문구 답십리동,02-2214-1165,Nan,평가자 없음,Nan
524,꿈당,서울시 관악구 신림동 1640-32 2층,02-6487-4984,29점,3,4.2
525,태민양꼬치,서울특별시 송파구 잠실동 189-7,02-412-1588,18점,평가자 없음,Nan
526,더핸드,서울특별시 영등포구 당산동1가 449,02-2068-8438,55점,10,3.9
527,마노 디 셰프 삼성점,서울시 강남구 삼성동 158-24 동성빌딩 지하1층,02-561-9011,60점,12,4.1
528,챠이난,서울특별시 서초구 서초3동 1544-1,02-522-9966,13점,평가자 없음,Nan
529,삽다리곱창,서울특별시 성동구 성수1가2동 656-603,02-468-9985,30점,1,5.0
530,신나는 아구찜,서울특별시 관악구 봉천동 888-33,02-6369-0576,30점,2,4.0
531,온스,서울특별시 중구 광희동2가 236-2,010-4859-1347,23점,2,3.8
532,행운돈가스,서울특별시 성동구 행당동 158-44,02-2296-3406,53점,15,3.3
533,스터번,서울특별시 강남구 역삼동 647-2,070-8828-8100,50점,3,4.8
534,만족오향족발,서울특별시 중구 태평로2가 318-1,02-753-4755,82점,46,4.1
535,오션,서울특별시 영등포구 당산동3가 233,02-2636-1553,22점,1,5.0
536,파스텔드나따 이대점,서울특별시 서대문구 대현동 54-1,02-312-6439,22점,1,4.0
537,마노 디 셰프 강남역점,서울시 강남구 역삼동 825-18,02-553-5311,55점,9,3.8
538,삼일정,서울시 성동구 행당동 22-7,02-2282-3331,26점,2,4.4
539,중흥각,서울특별시 마포구 아현동 347-7,02-716-6343,Nan,평가자 없음,Nan
540,육쌈냉면,서울특별시 관악구 봉천동 1662-13,02-883-6392,31점,3,3.7
541,만다린,서울특별시 서초구 방배동 1020-2 대영빌딩,02-581-3366,14점,평가자 없음,Nan
542,블루보틀 역삼 카페,서울특별시 강남구 역삼동 648-9 강남N타워 G층,02-6250-0699,55점,13,4.1
543,용호동낙지 파스텔시티사당점,서울시 동작구 사당동 1024-11 사당파스텔시티 3층,02-598-3335,35점,3,4.6
544,안즈 을지로점,서울특별시 중구 수하동 66번지 페럼타워 빌딩 지하 1층,02-6353-8948,70점,10,4.4
545,개화기요정,서울특별시 마포구 서교동 401-5,02-325-6677,58점,11,3.3
546,아이언쉐프 대구반점,서울특별시 송파구 신천동 11-4 푸르지오 월드마크 상가139호,02-415-5959,22점,1,4.0
547,루키더셰프,서울특별시 서초구 방배동 456-1,02-6338-6978,55점,3,4.5
548,인삼순대국,서울특별시 양천구 신정7동 175-1,02-2061-8081,Nan,평가자 없음,Nan
549,안동국시와 서서갈비,서울특별시 서초구 서초동 1552-4,02-3474-1400,13점,평가자 없음,Nan
550,봉천황소곱창,서울특별시 관악구 봉천동 928-5,02-877-0220,25점,2,4.5
551,미스사이공 신설동점,서울특별시 동대문구 신설동 84-4,02-929-3379,14점,평가자 없음,Nan
552,양남한우정육식당,서울특별시 영등포구 양평동1가 28-2,02-2675-6826,28점,1,5.0
553,브라이트사이드,서울시 종로구 숭인동 326,010-7565-1780,22점,1,4.0
554,해남낙지,서울시 중구 을지로6가 18-74 B1F (서라벌 건물 지하1층),02-2278-4162,42점,4,4.7
555,성수찜닭,"서울특별시 성동구 성수동2가 289-4 성수쇼핑센터 4,5호",02-497-3663,29점,4,4.0
556,신선설농탕 목동점,서울특별시 양천구 신정동 321-6,02-2650-8868,18점,2,4.0
557,우래옥 대치동점,서울시 강남구 대치3동 983-13,02-561-6121,65점,18,4.0
558,가메스시,서울특별시 영등포구 양평동4가 77-8,02-2677-9292,32점,2,5.0
559,명초밥,서울특별시 양천구 신정동 323-10,02-2614-7100,12점,평가자 없음,Nan
560,대치정육식당,서울시 강남구 대치4동 911-8,02-557-0883,51점,2,4.7
561,북해빙수,서울특별시 중구 흥인동 158-9,02-2235-1005,16점,평가자 없음,Nan
562,메가커피,서울특별시 구로구 신도림동 337,02-3439-7808,12점,평가자 없음,Nan
563,도미노피자 영등포점,서울특별시 영등포구 문래동3가 96,02-848-4568,38점,3,4.4
564,불로집,서울특별시 서초구 서초3동 1570-4,02-588-9450,34점,1,5.0
565,은성감자탕,서울특별시 영등포구 당산동3가 174,02-2632-0792,38점,5,5.0
566,쭈노치킨,서울특별시 양천구 신정동 329,02-2642-3607,Nan,평가자 없음,Nan
567,비어바나,서울특별시 영등포구 문래동2가 12-8,02-2634-6277,24점,1,4.0
568,놀숲,서울특별시 양천구 신정동 1183-5,02-2607-9990,12점,평가자 없음,Nan
569,맛닭꼬,서울특별시 송파구 잠실본동 228-7,02-420-5592,31점,4,4.5
570,남경막국수,서울특별시 송파구 잠실동 207-13,02-417-0060,70점,22,4.0
571,로니로티,서울특별시 관악구 서원동 1640-1,02-875-1013,28점,2,4.7
572,이화안동찜닭,서울시 서대문구  대현동 56-126 지하1층,02-313-0883,25점,2,3.4
573,이게국수집,서울특별시 구로구 구로동 1124-23,02-893-8677,23점,2,5.0
574,낙원정,서울특별시 중구 오장동 101-24,02-2279-2718,Nan,평가자 없음,Nan
575,청와대밥상,서울특별시 광진구 구의동 547 현대하이엘 상가 110호,02-453-2738,26점,1,4.0
576,오타쿠떡볶이,서울특별시 서초구 방배동 935-20,010-2928-8405,34점,3,4.5
577,유면가,서울특별시 성동구 성수동1가 685-216 1층,02-547-1251,39점,2,4.0
578,부민옥,서울특별시 중구 다동 134-4,02-777-2345,63점,5,3.5
579,청년김밥 본점,서울특별시 동대문구 신설동 76-43,02-953-8065,14점,평가자 없음,Nan
580,베트남 노상식당 연남직영점,서울특별시 마포구 동교동 154-10,070-8157-3791,51점,7,4.6
581,대흥집,서울 동대문구 용신동,02-957-6026,Nan,평가자 없음,Nan
582,그린바스켓 신도림점,서울특별시 구로구 신도림동 338,02-2633-8633,25점,1,2.0
583,선릉역매운떡볶이 본점,서울특별시 강남구 대치동 898-4,02-3453-2220,44점,2,4.5
584,장서는날,서울시 강남구 역삼동 827-68,02-567-4475,67점,11,3.7
585,올드문래,서울특별시 영등포구 문래동2가 14-28,02-6326-4336,78점,34,4.4
586,시부야돈까스,서울특별시 송파구 신천동 7,02-415-8254,12점,평가자 없음,Nan
587,대관원,서울특별시 영등포구 당산동4가 49 2층,02-2068-8791,60점,10,3.8
588,별난갈비,서울특별시 서초구 서초동 1551-5,02-581-7010,12점,평가자 없음,Nan
589,로라방앗간 신도림 포스빌점,서울특별시 구로구 구로동 26,02-868-0868,24점,1,5.0
590,위샐러듀,서울특별시 서대문구 대현동 34-23,02-363-0113,59점,14,4.2
591,단골손님 신림점,서울 관악구 신림동 1640-36,02-882-3389,23점,1,4.0
592,시장식당,서울특별시 강서구 화곡동 340-42,02-2693-1648,19점,1,4.0
593,카푸치노스트립,서울특별시 관악구 봉천동 926-31,02-883-2108,25점,1,5.0
594,포맨스,서울특별시 성동구 성수동1가 668-52,02-497-0555,47점,10,3.7
595,카페 드 페소니아,서울특별시 중구 신당동 220-28 DDP 알림터 1층,02-2153-0777,37점,3,4.1
596,산동전병,서울특별시 서대문구 대현동 142-9,02-393-8777,24점,1,4.0
597,장원보쌈,서울시 송파구 잠실본동 186,02-423-8555,34점,2,4.0
598,한신포차,서울특별시 서대문구 창천동 33-18,02-333-3284,51점,8,3.6
599,철길연가,서울특별시 서대문구 충정로3가 172-3,010-2991-0214,13점,평가자 없음,Nan
600,신도림국수회관,서울특별시 구로구 신도림동 337,02-3439-7774,13점,평가자 없음,Nan
601,도봉집,서울특별시 영등포구 당산동3가 166,010-5833-8623,24점,1,5.0
602,온파스타,서울특별시 강서구 화곡동 897-15,02-2603-9418,40점,4,4.3
603,불이아,서울특별시 강남구 역삼동 668-14,02-556-6689,50점,5,3.9
604,우밀칼국수,서울시 마포구 아현동 780  애오개 아이파크 상가 지하2층,02-365-2471,23점,2,5.0
605,네네치킨,서울특별시 송파구 신천동 11-9,050-7982-3937,12점,평가자 없음,Nan
606,로쏘 1924,서울시 마포구 서교동 354-2,02-336-1924,53점,10,4.1
607,바라티에,서울특별시 마포구 동교동 148-2,010-2631-2352,51점,2,4.4
608,허밍벨라,서울특별시 마포구 서교동 395-199,02-324-7050,61점,12,3.1
609,국수가조아,서울특별시 강남구 삼성동 144-14,02-569-9494,31점,2,5.0
610,첸의 하우스,서울특별시 강서구 화곡동 398-35,02-324-5957,13점,평가자 없음,Nan
611,버들골이야기,서울특별시 광진구 자양동 217-1,070-4401-3523,22점,1,4.0
612,더 스푼,서울특별시 서대문구 미근동 61-1,02-363-6466,26점,4,3.2
613,신복관,서울특별시 성동구 하왕십리동 700,02-2299-8864,27점,2,4.6
614,서정,서울시 서대문구 북아현동 130-36,02-393-7275,Nan,평가자 없음,Nan
615,등촌샤브칼국수 봉천점,서울특별시 관악구 봉천동 937-15,02-876-1781,20점,1,5.0
616,우주라이크커피 합정점,서울특별시 마포구 합정동 381-25,02-322-2355,45점,4,4.5
617,풍년곱창,서울특별시 관악구 행운동 1667-84,02-877-9293,14점,평가자 없음,Nan
618,커피볶는집,서울시 강남구 삼성동 124-8,02-567-9997,38점,3,4.0
619,온센 광화문점,서울시 중구 태평로1가 84 지하 2층,02-318-1815,44점,7,3.8
620,컴파스 라운지,서울특별시 송파구 잠실동 198,010-6878-5053,27점,1,5.0
621,불타는꼬꼬발,서울특별시 관악구 신림동 1464-18,02-6349-3055,31점,3,4.0
622,구씨네매운집,서울특별시 구로구 구로동 31-11,070-8761-3412,39점,3,4.7
623,브라운 컬렉션,서울특별시 중구 산림동 207-2 대림상가 3층 라열 358호,02-2275-4580,22점,1,4.0
624,초원족발,서울특별시 강남구 삼성1동 155,02-564-5076,57점,7,4.0
625,청춘화로 선릉지점,서울시 강남구 역삼동 696-17,02-554-8252,30점,3,3.3
626,오춘자비어,서울특별시 구로구 신도림동 337,02-3439-7176,12점,평가자 없음,Nan
627,소연,서울특별시 서초구 서초동 1553-15,02-587-4490,25점,3,4.0
628,초동,서울시 서초구 서초동 1503-7,02-584-1374,Nan,평가자 없음,Nan
629,양평옥,서울특별시 영등포구 양평동4가 78-8,02-2679-8086,36점,2,4.8
630,외래향,서울특별시 관악구 중앙동 874-6,02-888-1224,52점,9,4.2
631,삼방매,서울특별시 송파구 송파동 39-3,070-4150-7718,63점,7,4.0
632,주택레스토랑,서울특별시 강남구 역삼동 615-10,02-569-0210,56점,6,4.1
633,백소랑,서울특별시 양천구 신정동 973-34,02-2691-1237,12점,평가자 없음,Nan
634,오유미당,서울 영등포구 당산동3가 228-19,02-2632-1222,36점,5,3.8
635,사마르칸트 시티,서울 중구 을지로6가 35-1 2층,02-6014-6368,19점,2,3.4
636,순두부마을 목동점,서울특별시 양천구 신정동 323-7,02-2655-2225,12점,평가자 없음,Nan
637,라브리,서울특별시 서초구 서초동 1559-9,02-587-8496,34점,4,3.7
638,카페미엘,서울특별시 관악구 봉천동 1602-37,010-4426-3785,37점,7,3.3
639,호호 닭발,서울시 광진구 화양동 8-58,02-465-3455,51점,4,4.1
640,위풍당당족발과보쌈,서울특별시 성동구 성수동2가 289-13,02-465-3323,29점,2,5.0
641,탐나종합어시장 구로디지털역점,서울특별시 관악구 신림동 1644-5,02-864-1004,Nan,평가자 없음,5.0
642,성민양꼬치,서울특별시 송파구 방이2동 55-19,02-425-1827,41점,3,4.5
643,페르시안걸프 피자,서울특별시 광진구 화양동 12-40,02-464-7701,61점,16,3.2
644,요리가 있는 정원,서울특별시 서초구 서초동 1523-18,02-6407-5222,12점,평가자 없음,Nan
645,까치네김밥,서울특별시 영등포구 당산동3가 228-23,02-2636-3800,28점,3,4.0
646,훌리오,서울특별시 강남구 역삼동 619-1,02-568-5324,69점,17,3.8
647,육전식당,서울특별시 강남구 역삼동 823-10,02-3452-6373,66점,10,4.5
648,쉼표말랑,서울특별시 영등포구 문래동3가 58-45,010-4645-2639,61점,8,4.1
649,써브웨이,서울특별시 중구 신당동 247-11,02-2231-7088,48점,4,4.5
650,맥켄지커피,서울특별시 양천구 신정동 972-2,02-2695-0525,12점,평가자 없음,Nan
651,깜언,서울특별시 관악구 봉천동 1626-23,02-873-0505,33점,6,5.0
652,막싸롱,서울 관악구 신림동 530-5,02-854-9612,19점,1,5.0
653,일미리금계찜닭,서울특별시 성동구 상왕십리동 811 텐즈힐상가 2층,02-2295-1117,20점,1,4.0
654,E-어도참치,서울특별시 구로구 구로2동 86-5,02-857-3738,Nan,평가자 없음,Nan
655,앙요,서울특별시 성동구 성수동1가 656-819,070-4038-2460,46점,7,4.0
656,서정적 살롱,서울특별시 송파구 송파동 32-7,02-415-7670,42점,4,4.2
657,홍콩반점0410 관악구점,서울특별시 관악구 봉천동 1598-18,02-886-8965,39점,4,4.2
658,대박곱창구이,서울특별시 영등포구 당산동3가 257-9,02-2676-0209,25점,1,5.0
659,만다린,서울특별시 구로구 구로2동 86-3,02-855-5475,12점,평가자 없음,Nan
660,담뿍화로 된장찌개,서울특별시 강남구 역삼동 644-19,02-567-8584,36점,5,4.0
661,꼼레떼,서울특별시 서초구 방배2동 451-1,070-7757-8980,55점,6,4.3
662,소문난 국수집,서울시 중구 황학동 632,02-2253-5086,14점,평가자 없음,Nan
663,한국통닭,서울특별시 종로구 숭인동 218,010-9171-2445,31점,2,4.5
664,겟썸커피,서울특별시 송파구 신천동 29  잠실 에비뉴엘 6층 롯데뮤지엄,02-3213-2865,68점,13,4.0
665,펄멘트,서울특별시 서대문구 창천동 57-13,02-326-2329,54점,7,3.5
666,OH WOAH,서울특별시 서초구 방배동 474-7,02-6498-4998,51점,9,4.0
667,배스킨라빈스 아현역점,서울특별시 서대문구 북아현동 136-21,02-313-3171,13점,1,3.0
668,니뽕내뽕 신천점,서울특별시 송파구 잠실동 195,02-422-2050,31점,2,3.6
669,풀잎채,서울특별시 중구 을지로6가 17-2,02-2283-2900,19점,4,3.0
670,감각의제국,서울특별시 중구 을지로3가 302-15,정보없음,53점,8,3.7
671,육영토종한우,서울특별시 영등포구 당산동4가 32-111,02-3667-6011,51점,6,3.8
672,황태 뚝배기 칼국수,서울특별시 구로구 구로동 103-11,02-856-9077,23점,4,3.2
673,퍼틴,서울특별시 광진구 화양동 12-70 1층,010-2107-5468,42점,6,3.8
674,차이나당,서울특별시 구로구 구로동 1124-23 2층,02-864-9455,24점,1,4.0
675,빠넬로,서울특별시 마포구 서교동 400-22,02-322-0920,67점,11,4.7
676,호 파스타,서울시 광진구 화양동 12-52,02-499-1003,52점,10,4.2
677,모터시티,서울특별시 강남구 역삼동 736-1,02-2051-8877,42점,7,3.8
678,에덴,서울특별시 송파구 잠실동 190-3 201호,070-8624-8682,33점,2,5.0
679,투썸플레이스,서울특별시 송파구 잠실동 242,02-424-3100,26점,2,4.0
680,두만강양꼬치,서울특별시 관악구 봉천동 1663-7,02-885-7966,43점,5,4.7
681,옹근달,서울 성동구 성수동2가 333-52,02-499-5012,35점,6,3.6
682,양촌리삼겹살,서울특별시 광진구 구의3동 199-96,02-452-7271,50점,5,3.7
683,백미당,서울특별시 중구 을지로6가 18-12,02-3398-4025,50점,4,3.6
684,노란집,서울특별시 서대문구 대현동 27-14 박스퀘어 2층 50호,010-5444-2690,39점,2,4.3
685,후웨이즈,서울특별시 강남구 역삼동 682-16,02-568-2227,36점,3,4.8
686,신설동 진 순대국,서울특별시 동대문구 신설동 69-1,02-929-0999,22점,1,4.0
687,리틀파파,서울특별시 마포구 합정동 413-15,02-326-2788,68점,19,3.5
688,키라키라윤,서울특별시 중구 무학동 48,070-8885-1212,28점,2,5.0
689,KFC,서울특별시 관악구 봉천동 926-31,02-871-9793,22점,1,4.0
690,후쿠오카모츠나베,서울특별시 송파구 신천동 11-4,02-417-7955,26점,2,4.0
691,베러댄와플,서울특별시 양천구 신정동 282-58,02-2645-7788,Nan,평가자 없음,Nan
692,누렁이부추곱창,서울특별시 구로구 구로3동 1124-37,02-855-7123,25점,1,5.0
693,돈꼬불,서울특별시 영등포구 문래동3가 58-2,02-2633-0311,45점,5,4.1
694,대박굼터,서울특별시 영등포구 당산동6가 333-2,02-2677-7401,28점,1,4.0
695,형배네포차,서울특별시 양천구 신정동 1050-5,02-2651-2323,13점,평가자 없음,Nan
696,에머이,서울특별시 송파구 잠실동 40-1 롯데월드 지하1층,02-411-6084,50점,7,3.7
697,술익는마을,서울시 서대문구 창천동 52-66,02-338-1190,48점,2,4.3
698,길버트버거 서초점,서울시 서초구 서초3동 1545-5,02-586-9200,50점,4,4.2
699,Dukes coffee,서울특별시 마포구 당인동 24-11,02-333-2121,52점,4,5.0
700,차돌삼합 진대감,서울특별시 강남구 대치동 895-11,02-564-1253,32점,4,3.8
701,삼삼이네 도라무,서울특별시 서초구 방배1동 905-4,02-521-4608,20점,1,4.0
702,J's Plate,서울특별시 성동구 행당동 32-13,02-2299-6585,13점,평가자 없음,Nan
703,구월산,서울시 서대문구 창천동 30-5,02-336-2069,50점,4,4.0
704,카페 드레이프,서울특별시 영등포구 당산동1가 258,02-6014-0608,43점,4,5.0
705,플라잉볼 에그팩토리 뚝섬,서울특별시 성동구 성수동1가 656-947 2층,02-6495-1218,28점,3,3.7
706,곰국시집,서울시 중구 무교동 12-1,02-756-3249,53점,7,3.7
707,스타벅스 상왕십리역점,서울 성동구 하왕십리동 1070-3 서울동인병원,1522-3232,20점,1,4.0
708,아현닭발,서울시 서대문구 북아현동 221-14,02-312-5977,27점,1,5.0
709,등촌샤브칼국수,서울특별시 송파구 방이동 24-7,02-421-2020,36점,3,4.4
710,포제이,서울특별시 영등포구 당산동5가 11-33,02-6327-2770,43점,8,3.5
711,미스터회전초밥왕,서울특별시 양천구 신정3동 1182-2,02-2606-5654,12점,평가자 없음,Nan
712,제주국수,서울특별시 성동구 성수동2가 277-17,02-466-8687,58점,6,4.3
713,뉴욕비앤비,서울특별시 강남구 역삼동 827-37,02-553-7792,56점,7,4.4
714,현대기사식당,서울시 강남구 역삼동 738-5,02-3453-6532,56점,4,4.7
715,브리너,서울특별시 성동구 성수동1가 685-704,02-2135-8178,49점,6,3.6
716,안동국시,서울특별시 송파구 신천동 7-14,02-420-1001,12점,평가자 없음,Nan
717,큰맘할매순대국,서울특별시 광진구 자양동 779-8,02-458-1222,19점,1,4.0
718,송화양꼬치,서울시 광진구 자양동 12-17,02-462-7826,58점,8,4.2
719,자가제빵 선명희피자 구의점,서울특별시 광진구 구의동 248-12,02-456-7272,25점,1,5.0
720,육통령,서울특별시 중구 충무로1가 25-36,02-778-8592,54점,2,3.5
721,공평동꼼장어,서울특별시 종로구 관수동 161-12,070-7795-2160,51점,5,4.2
722,신도세기,서울특별시 강남구 역삼동 708-20,02-501-6888,31점,3,4.0
723,오징어청춘,서울특별시 송파구 신천동 7-14,02-420-3455,12점,평가자 없음,Nan
724,가조쿠,서울시 성동구 성수동2가 316-77 1층,02-466-2177,32점,3,4.4
725,연길양꼬치,서울특별시 영등포구 대림동 714-1,정보없음,13점,1,3.0
726,가야지 원조 양평해장국,서울특별시 송파구 잠실본동 178-1,02-415-1126,23점,1,4.0
727,Lavion cafe,서울특별시 성동구 성수동1가 656-292,010-8516-4284,31점,2,4.5
728,이태리상회,서울특별시 관악구 봉천동 897-36,02-876-7778,42점,3,4.6
729,연안식당,서울특별시 구로구 구로동 1124-95,02-867-1118,36점,3,4.0
730,신안갯뻘낙지,서울시 관악구 신림동 529-12,02-862-6333,12점,평가자 없음,Nan
731,춘천닭갈비,서울특별시 영등포구 당산동1가 223-17,정보없음,23점,1,5.0
732,강가,서울시 송파구 신천동 29 제2롯데월드 쇼핑몰 6층,02-3213-4635,37점,7,3.7
733,마실족발,서울특별시 구로구 고척2동 194-4,02-2060-0799,20점,1,4.0
734,대홍훠궈샤브샤브,서울 관악구 신림동 513-12 2층,070-7576-4288,24점,1,5.0
735,댓짱돈까스 방배본점,서울특별시 서초구 방배동 1021-14,02-584-7348,53점,11,4.1
736,또보겠지떡볶이 호호시스터점,서울특별시 마포구 서교동 396-32 2층,02-333-2839,58점,17,4.4
737,파리바게뜨 방배점,서울특별시 서초구 방배동 1022-1,02-598-0425,20점,1,4.0
738,강릉엄지네 꼬막집,서울특별시 광진구 구의동 246-14 크레신타워3차 2층,02-452-2992,57점,10,3.9
739,들향기칼국수,서울특별시 동작구 신대방1동 607-14,02-848-5400,19점,2,4.9
740,바이킹스워프,서울특별시 강남구 삼성동 159,1644-4446,52점,12,4.0
741,돈까스의 집,서울시 송파구 삼전동 1-3 아카데미 빌딩 1층,02-413-5182,62점,15,3.8
742,가츠몽 동서울터미널점,서울 광진구 구의동 546-1 동서울터미널빌딩,02-455-8822,20점,1,4.0
743,김가네 성내역점,서울특별시 송파구 신천동 11,02-422-2313,12점,평가자 없음,Nan
744,오신매운갈비찜 서울대입구점,서울특별시 관악구 봉천동 1611-24,02-884-5253,47점,7,3.6
745,사람 정거장,서울 서대문구 북아현동 180-25,010-2299-4563,13점,1,3.0
746,88시장버거 관악점,서울시 관악구 봉천동 927-20,02-889-8888,25점,1,5.0
747,갓파스시 구로점,서울시 구로구 구로동 212-8,02-864-4377,40점,10,3.5
748,유가네왕족발,서울특별시 양천구 신정동 1030-1,02-2605-8096,Nan,평가자 없음,Nan
749,엉털네꼼장어,서울특별시 강서구 화곡8동 897-16,02-2608-0244,23점,2,3.9
750,오캄,서울특별시 성동구 하왕십리동 1070,02-516-5677,14점,3,3.0
751,우마이도 건대점,서울특별시 광진구 화양동 3-29,02-467-8788,78점,46,4.0
752,닭발의화신,서울특별시 강서구 화곡8동 332-22,02-2601-2017,13점,평가자 없음,Nan
753,킨지,서울특별시 마포구 연남동 373-10 2층,070-7778-6167,71점,19,3.8
754,커피빈 방배역점,서울특별시 서초구 방배동 909-8,02-521-4562,22점,1,5.0
755,꾸머카페,서울특별시 마포구 합정동 376-34,정보없음,51점,7,4.7
756,한근한방삼계탕,서울특별시 관악구 은천동 923-17,02-877-2100,15점,1,0.0
757,진도회집,서울시 서초구 잠원동 26-12,02-548-6441,12점,평가자 없음,Nan
758,다케오네,서울시 성동구 사근동 176-9,정보없음,24점,1,5.0
759,세인트앤드류스커피,서울특별시 송파구 잠실동 175-9 잠실현대빌딩,02-422-1920,26점,1,0.0
760,빌즈 강남,서울특별시 강남구 역삼동 736-1 아크플레이스 2층,02-568-1353,51점,10,3.8
761,오리지널 시카고피자 한양대점,서울특별시 성동구 행당동 155-1,02-6454-6170,21점,2,3.5
762,대파 양곱창,서울특별시 강남구 대치동 900-11,02-563-0092,31점,2,4.0
763,빌라더다이닝,서울특별시 마포구 동교동 150-9,02-322-4363,53점,3,5.0
764,인기명,서울특별시 서초구 서초동 1696-11,02-595-5036,44점,4,4.4
765,바오밥,서울특별시 구로구 신도림동 337,02-2634-3666,14점,2,3.0
766,호남보신탕,서울특별시 서대문구 북아현동 125-25,02-393-7058,12점,평가자 없음,Nan
767,왕삼촌,서울특별시 종로구 묘동 103,02-363-4464,12점,평가자 없음,Nan
768,정통계란말이김밥,서울시 관악구 신림동 1427-14,02-871-8777,40점,7,3.3
769,이번지 깡통집,서울시 동대문구 신설동 98-18 (주원빌딩 1F),02-953-9283,13점,평가자 없음,Nan
770,고흥바다장어,서울시 광진구 자양동 221-1,02-462-2211,29점,1,5.0
771,사이사,서울특별시 성동구 성수동1가 656-1004,02-6339-4243,50점,5,4.1
772,하오미앤,서울특별시 송파구 신천동 7 장미종합상가 1동 지하1층 3-1,010-2473-0584,Nan,평가자 없음,Nan
773,비스킷볼,서울 중구 신당동 112-1 오른쪽 끝 점포,070-4118-8880,18점,1,4.0
774,소프트리 서초점,서울특별시 서초구 서초동 1554-1,02-584-5222,21점,2,3.5
775,폴바셋 을지로파인에비뉴점,서울특별시 중구 을지로2가 203,02-6031-5110,43점,4,4.4
776,쿵푸,서울특별시 광진구 자양동 6-76,010-6496-0915,43점,5,4.0
777,카페 미라루나,서울특별시 영등포구 당산동1가 146,02-6081-1006,29점,2,4.0
778,초당쌈밥,서울시 서대문구 창천동 9-20,02-313-0537,44점,4,4.2
779,큰맘원조 할매순대국,서울특별시 강서구 화곡8동 339-29,02-2607-6511,12점,평가자 없음,Nan
780,깐부치킨 동대문역사문화공원역점,서울특별시 중구 쌍림동 25-6 1층,02-989-8254,21점,2,5.0
781,청기와 생고기,서울시 서대문구 미근동 91,02-364-6239,18점,1,0.0
782,동북양꼬치, 서울특별시 영등포구 대림동 1068-2,02-831-6369,28점,2,4.5
783,아건 레스토랑,서울특별시 서대문구 대현동 56-51 2층,02-364-8771,30점,3,3.0
784,창고43 명동점,서울특별시 중구 을지로2가 203,02-6031-0081,40점,4,3.5
785,청연염소골,서울특별시 동대문구 용두동 27-4,02-990-0688,12점,평가자 없음,Nan
786,굴국밥보쌈,서울특별시 중구 무학동 4,02-2231-4944,15점,평가자 없음,Nan
787,그랑제리,서울특별시 서초구 서초동 1720-7,070-4488-0888,12점,평가자 없음,Nan
788,카레마치,서울특별시 강남구 대치동 1000-3,02-508-1430,47점,9,3.5
789,양푼생고기김치찌개,서울특별시 동대문구 신설동 92-9,02-953-5524,21점,1,4.0
790,착한피자 신당점,서울 중구 신당동 851-3,02-3298-3367,22점,1,5.0
791,포크포크,서울특별시 광진구 화양동 5-95,02-466-5090,46점,5,4.3
792,빨간마후라,마장동,02-2294-4630,Nan,평가자 없음,Nan
793,커피집,서울특별시 관악구 봉천동 1634-10,02-875-8790,21점,1,4.0
794,차돌파,서울특별시 양천구 신정동 1182-24,070-7363-2399,Nan,평가자 없음,Nan
795,노랑통닭,서울특별시 마포구 아현동 635,02-393-9292,13점,평가자 없음,Nan
796,평가옥 신천점,서울시 송파구 잠실동 242-3,02-3431-1677,34점,3,3.5
797,화덕소곱창,서울특별시 동작구 사당동 1045-14,02-523-1220,39점,6,4.3
798,장호왕곱창,서울특별시 서대문구 충정로3가 112,02-362-6296,13점,평가자 없음,Nan
799,스몰 순호네 포차,서울특별시 영등포구 문래동2가 34-11 문래 스몰,070-8880-0815,37점,5,3.9
800,투썸플레이스 을지트윈타워점,서울 중구 을지로4가 261-4,02-3706-7200,20점,1,5.0
801,황기순손칼국수왕돈까스 동묘점,서울특별시 종로구 숭인동 219,02-2235-3399,13점,평가자 없음,Nan
802,매드포갈릭 타임스퀘어점,서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층,02-2637-3040,52점,5,4.5
803,진국밥,서울특별시 양천구 신정동 323-17,02-2061-1511,22점,1,5.0
804,골목에골목,서울특별시 광진구 화양동 11-39 2층,02-468-9166,46점,5,2.8
805,타르타르,서울특별시 송파구 신천동 29,02-3213-4791,36점,3,4.3
806,내가찜한닭 이대점,서울특별시 서대문구 대현동 56-100,02-362-0101,35점,2,4.2
807,마포보쌈,서울특별시 동대문구 신설동 98-12,02-923-6366,13점,1,3.0
808,버거 1984,서울특별시 중구 중림동 1154,02-313-1984,26점,2,4.4
809,이태리어부,서울특별시 송파구 신천동 11-4,02-6369-0570,Nan,평가자 없음,Nan
810,코나야,서울특별시 중구 을지로6가 17-2,02-2283-2261,22점,평가자 없음,Nan
811,쿠이신보,서울특별시 마포구 합정동 413-16,02-332-9215,65점,6,4.1
812,아띠,서울특별시 관악구 봉천동 1569-3,02-876-3110,41점,3,4.5
813,부다페이스,서울특별시 광진구 구의동 252-117,02-6339-4858,26점,1,4.0
814,한국집,서울시 송파구 신천동 29 제2롯데월드 쇼핑몰 5층,02-3213-4547,53점,4,4.0
815,공주칼국수,서울특별시 영등포구 대림동 1116-15,02-847-9242,35점,4,3.8
816,페리카나 청룡동점,서울특별시 관악구 봉천동 914-3,02-876-9294,13점,평가자 없음,Nan
817,내가찜한닭,서울특별시 성동구 행당동 3-14,02-2297-0101,52점,8,3.7
