name,tel,addr,cusine_code,rating,review_count,lat,lng,thumbnail
카페 기와,033-652-9898,강원도 강릉시 초당동 89,7,3.9,26,37.78588627,128.91631973,https://mp-seoul-image-production-s3.mangoplate.com/61216_1521360987341805.jpg
교동899,033-641-3185,강원도 강릉시 교동 899,7,3.9,9,37.76117665,128.89197572,https://mp-seoul-image-production-s3.mangoplate.com/137214/922414_1577803393136_57568
보사노바,033-653-0038,강원도 강릉시 견소동 168,7,3.7,50,37.77204198,128.94783839,https://mp-seoul-image-production-s3.mangoplate.com/938914_1555217858401065.jpg
세진식당,02-2265-0098,서울시 중구 입정동 105,1,4.3,12,37.56749725,126.99337006,https://mp-seoul-image-production-s3.mangoplate.com/722502_1515713303567576.jpg
송탄최네집부대찌개,031-663-8922,경기도 평택시 서정동 779-3,1,4.2,8,37.070301799999996,127.06408559999998,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/27597_1472480344049982.jpg
삼부자부대찌개,042-863-1977,대전시 유성구 어은동 111-20,1,4.2,10,36.36354420000001,127.35765259999998,https://mp-seoul-image-production-s3.mangoplate.com/1011841_1539198747697304.jpg
은주정,02-2265-4669,서울시 중구 주교동 43-23,1,4.1,65,37.5686944,126.9997438,https://mp-seoul-image-production-s3.mangoplate.com/10231/810841_1576389243014_29989
시골야채된장,02-3482-7626,서울시 서초구 서초동 1308-1 삼미빌딩 1F,1,4.1,54,37.5014801,127.02439879999999,https://mp-seoul-image-production-s3.mangoplate.com/756746_1570684267783616.jpg
김네집,031-666-3648,경기도 평택시 신장동 322-37,1,4.1,37,37.08090713,127.05271866,https://mp-seoul-image-production-s3.mangoplate.com/1031029_1563636973398034.jpg
신사 고집,02-3443-8292,서울시 서초구 잠원동 23-7,1,4.1,8,37.5146791,127.0172713,https://mp-seoul-image-production-s3.mangoplate.com/332743/1148532_1569397042797_3298
고냉지,02-313-0845,서울시 서대문구 대현동 110-15,1,4.0,76,37.5585196,126.94220890000001,https://mp-seoul-image-production-s3.mangoplate.com/460278_1524051499029571.jpg
김영애할머니순두부,033-635-9520,강원도 속초시 노학동 1011-39,1,4.0,49,38.206014200000006,128.528147,https://mp-seoul-image-production-s3.mangoplate.com/521155_1522556886141132.jpg
마마부찌,02-817-1123,서울시 동작구 노량진동 206-19,1,4.0,29,37.51216289999999,126.9463294,https://mp-seoul-image-production-s3.mangoplate.com/227196/958213_1529556542794_20762
군자네,02-706-5454,서울시 마포구 대흥동 337-62,1,4.0,19,37.54552078,126.9394989,https://mp-seoul-image-production-s3.mangoplate.com/460278_1511415301047039.jpg
사직골,02-736-0598,서울시 중구 소공동 86-7,1,4.0,22,37.5637557,126.9798695,https://mp-seoul-image-production-s3.mangoplate.com/702118_1574062163121538.jpg
담뿍화로된장찌개,02-501-8584,서울시 강남구 역삼동 738-13,1,4.0,20,37.49866104,127.03725433,https://mp-seoul-image-production-s3.mangoplate.com/854748_1554100486742134.jpg
김북순큰남비집,02-543-9024,서울시 강남구 신사동 522 신사아이빌 1F,1,3.9,44,37.52073472,127.01997263,https://mp-seoul-image-production-s3.mangoplate.com/439642_1543144303808224.jpg
아야진생태찌개,02-555-2680,서울시 강남구 삼성동 150-2,1,3.9,17,37.5117943,127.0547793,https://mp-seoul-image-production-s3.mangoplate.com/47750_1551707053279424.jpg
용용이네식당,02-969-4482,서울시 동대문구 회기동 16-17  1F,1,3.8,11,37.592183,127.053156,https://mp-seoul-image-production-s3.mangoplate.com/279728/878663_1534332466635_34297
그녀의밥상,02-324-4074,서울시 마포구 서교동 358-68  B1,1,3.6,14,37.5525526,126.9220129,https://mp-seoul-image-production-s3.mangoplate.com/237077/708437_1529286276541_100284
남기남부대찌개,031-211-5564,경기도 수원시 영통구 하동 988-1 광교스마트법조타운 1F,1,0.0,5,37.2910799,127.06597690000001,https://mp-seoul-image-production-s3.mangoplate.com/388223/1274654_1557223255081_2825
송도콩나물해장국,032-833-5772,인천시 연수구 옥련동 569,1,4.0,14,37.41752279999999,126.65411599999999,https://mp-seoul-image-production-s3.mangoplate.com/463989_1550618957797144.jpg
올라아보,02-585-1120,서울시 동작구 사당동 147-29 이수자이 116호,5,4.4,49,37.4843925,126.98058130000001,https://mp-seoul-image-production-s3.mangoplate.com/347507/1018111_1539091630422_11976
마사타코,02-545-6915,서울시 강남구 신사동 524-29  1F,5,4.3,153,37.5220098,127.0217613,https://mp-seoul-image-production-s3.mangoplate.com/330498/529214_1576225563117_42933
로이스타코,032-548-7555,경기도 부천시 중동 1109 위브더스테이트 1F,5,4.1,20,37.49959316,126.77748094,https://mp-seoul-image-production-s3.mangoplate.com/280184/1331851_1556107692432_1556107684737.jpg
God Eat,02-487-9451,서울시 송파구 송파동 48-6,5,4.0,43,37.5096731,127.11133740000001,https://mp-seoul-image-production-s3.mangoplate.com/344278/1236055_1576844654862_228543
김스타코,070-4193-1000,서울시 강남구 역삼동 741-47  1F,5,4.0,15,37.4975758,127.03396070000001,https://mp-seoul-image-production-s3.mangoplate.com/1253057_1562378520720799.jpg
El mariachi,02-555-9638,서울시 강남구 대치동 919-7,5,4.0,8,37.5001568,127.05328090000002,https://mp-seoul-image-production-s3.mangoplate.com/379045/1245199_1561349389233_21959
도스타코스,02-3676-3358,서울시 종로구 명륜3가 151-2  1F,5,3.9,41,37.58321882,126.99826101,https://mp-seoul-image-production-s3.mangoplate.com/1012334_1563033844981475.jpg
멕시코식당,02-336-3666,서울시 마포구 합정동 366-7  1F,5,3.8,19,37.54744829999999,126.91466820000001,https://mp-seoul-image-production-s3.mangoplate.com/593796_1558217916994188.jpg
칠랑고,02-554-4511,서울시 강남구 대치동 900-19,5,3.7,11,37.502595,127.05272079999999,https://mp-seoul-image-production-s3.mangoplate.com/860336_1563102026999334.jpg
퀸즈블러바드,070-4012-1895,서울시 강남구 도곡동 448-16  1F,5,3.6,29,37.48161270000001,127.04344509999999,https://mp-seoul-image-production-s3.mangoplate.com/345682/732861_1561451627850_12465
나주곰탕하얀집,061-333-4292,전라남도 나주시 중앙동 48-17,1,4.3,55,35.03221117,126.71686599,https://mp-seoul-image-production-s3.mangoplate.com/130206/bgbwat3xgvg2dd.jpg
윤가곰탕,031-202-2211,경기도 수원시 영통구 영통동 961-6 영통트리플렉스,1,4.3,13,37.25233899,127.07064611,https://mp-seoul-image-production-s3.mangoplate.com/265621/976556_1566882053676_24430
덕원,02-2634-8663,서울시 영등포구 영등포동2가 94-28,1,4.2,32,37.522296000000004,126.91204599999999,https://mp-seoul-image-production-s3.mangoplate.com/67078_1554285892471992.jpg
장기식당,054-247-0764,경상북도 포항시 북구 죽도동 156-67,1,4.2,27,36.035976700000006,129.3655708,https://mp-seoul-image-production-s3.mangoplate.com/178582/37208_1542615847658_59556
수하동,02-2158-7958,서울시 종로구 청진동 70 그랑서울 B1,1,4.0,26,37.57044711,126.981149,https://mp-seoul-image-production-s3.mangoplate.com/634473_1518692705624434.jpg
안녕부산,02-6407-0718,서울시 관악구 봉천동 1611-21,1,4.0,19,37.4788303,126.9550182,https://mp-seoul-image-production-s3.mangoplate.com/705256_1571306332630042.jpg
옛곰탕집,070-8945-8288,서울시 강북구 수유동 51-20,1,4.0,12,37.63149,127.022732,https://mp-seoul-image-production-s3.mangoplate.com/343123/627630_1519048702953_58026
다락투,02-336-2918,서울시 마포구 서교동 358-83,1,3.9,45,37.55272675,126.9235611,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/460278_1484175213298364.jpg
부영도가니탕,02-730-9440,서울시 종로구 삼청동 27-14,1,3.8,10,37.58718914,126.98267713,https://mp-seoul-image-production-s3.mangoplate.com/92964/689634_1576333026109_18491
서동관,031-922-7463,경기도 고양시 일산서구 대화동 2302-4,1,3.5,26,37.67106842,126.74765567,https://mp-seoul-image-production-s3.mangoplate.com/729747_1571974714761892.jpg
호반집,02-2274-2415,서울시 중구 인현동1가 24-2,1,0.0,7,37.56594086,126.99501038,https://mp-seoul-image-production-s3.mangoplate.com/33537_1505916656597985.jpg
모랑해물솥밥,02-522-0199,서울시 강남구 역삼동 827-24  2F,1,4.0,12,37.4955402,127.0316245,https://mp-seoul-image-production-s3.mangoplate.com/376672/158567_1559602652335_24321
구무전,02-3141-8788,서울시 서대문구 연희동 133-21  2F,2,4.0,10,37.56877448,126.93109809,https://mp-seoul-image-production-s3.mangoplate.com/47978/673102_1510124730562_4064
바삭공장,042-485-3777,대전시 서구 갈마동 711,1,3.9,13,36.357424200000004,127.3712382,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/379225/47875_1558071243470
삼해집,02-2273-0266,서울시 종로구 관수동 42  1F,1,3.6,35,37.56979201,126.99099096,https://mp-seoul-image-production-s3.mangoplate.com/17506_1567418911374189.jpg
히스테릭셰프 (휴업중),02-3443-5789,서울시 서초구 반포동 746-3  B1,4,0.0,12,37.5042766,127.02205249999999,https://mp-seoul-image-production-s3.mangoplate.com/1282993_1550800725128603.jpg
하레,02-593-7319,서울시 서초구 서초동 1697-11  1F,3,4.6,37,37.49689865,127.01483154,https://mp-seoul-image-production-s3.mangoplate.com/1339738_1574577422223838.jpg
고우,02-794-7088,서울시 용산구 이태원동 119-17,3,4.1,24,37.53488192,126.99277247,https://mp-seoul-image-production-s3.mangoplate.com/722502_1500039073180299.jpg
파르투내,02-2278-7770,서울시 중구 광희동1가 250-1,5,4.1,27,37.56463939,127.00501858,https://mp-seoul-image-production-s3.mangoplate.com/280278/585002_1564280325268_29904
쿠시무라,02-333-2650,서울시 마포구 상수동 341-5,3,4.1,24,37.546005900000004,126.92227609999999,https://mp-seoul-image-production-s3.mangoplate.com/32408_1519493655969404.jpg
텐조,02-303-1057,서울시 서대문구 북가좌동 310-6,3,4.1,13,37.5810782,126.9113027,https://mp-seoul-image-production-s3.mangoplate.com/17506_1572268814268341.jpg
문타로,02-796-7232,서울시 용산구 한남동 683-124,3,4.0,20,37.5355197,126.99934920000001,https://mp-seoul-image-production-s3.mangoplate.com/1802/sbyemt-wed-rqf.jpg
잔월,,서울시 노원구 공릉동 393-15  B1,3,3.9,14,37.62635422,127.07518768,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/43123/611133_1543479528567
94단,,서울시 서대문구 창천동 53-80  1F,3,3.9,15,37.5588491,126.9348473,https://mp-seoul-image-production-s3.mangoplate.com/1283591_1550870369407254.jpg
지중,02-325-5050,서울시 마포구 연남동 257-23,3,3.9,12,37.5619355,126.923253,https://mp-seoul-image-production-s3.mangoplate.com/329208/753280_1544613654094_2201
와라쿠,02-517-2292,서울시 강남구 신사동 525-16,3,3.8,43,37.5221403,127.02075490000001,https://mp-seoul-image-production-s3.mangoplate.com/1055340_1567784432744304.jpg
아라도,02-545-6875,서울시 강남구 신사동 577,3,3.8,13,37.52546692,127.02667999,https://mp-seoul-image-production-s3.mangoplate.com/1068/54303_1562806051208_38818
어라운드 그린,02-6080-9797,서울시 마포구 망원동 423-15  3F,4,4.2,18,37.5576343,126.9055895,https://mp-seoul-image-production-s3.mangoplate.com/573810_1576918194746183.jpg
이지샐러드,02-6031-8927,서울시 중구 다동 155,4,4.2,12,37.5671429,126.98034650000001,https://mp-seoul-image-production-s3.mangoplate.com/673960_1569933671695211.jpg
왓어샐러드,02-794-9353,서울시 용산구 이태원동 74-33  1F,4,4.1,45,37.53377914,126.99220276,https://mp-seoul-image-production-s3.mangoplate.com/942396_1573278763188794.jpg
BOWL ROOM,02-543-0260,서울시 강남구 신사동 635-14,5,4.1,35,37.526415,127.034553,https://mp-seoul-image-production-s3.mangoplate.com/580297_1564061580167121.jpg
신선식탁 ,02-742-6933,서울시 종로구 연건동 128-4,4,4.0,34,37.5763463,127.0007324,https://mp-seoul-image-production-s3.mangoplate.com/844672_1522641336946084.jpg
카페마마스,02-6282-1009,서울시 서초구 반포동 19-3 센트럴시티 터미널 1F,4,4.0,50,37.50423215,127.00448529999998,https://mp-seoul-image-production-s3.mangoplate.com/619788_1573006938115391.jpg
푸울파티,070-8805-8769,서울시 성동구 성수동2가 328-15,4,4.0,20,37.5399315,127.0562415,https://mp-seoul-image-production-s3.mangoplate.com/610912_1535634516888628.jpg
위샐러듀,02-363-0113,서울시 서대문구 대현동 34-23,5,3.9,107,37.5594661,126.94475619999999,https://mp-seoul-image-production-s3.mangoplate.com/996558_1567778871526325.jpg
남미플랜트랩,02-522-1276,서울시 서초구 방배동 455-20  2F,4,3.9,33,37.48062120000001,126.9832377,https://mp-seoul-image-production-s3.mangoplate.com/574886_1548785944872414.jpg
쿡앤북,02-325-1028,서울시 마포구 합정동 361-26,7,3.9,31,37.54626083,126.91632843,https://mp-seoul-image-production-s3.mangoplate.com/67094_1566556961652805.jpg
베제투스,070-8824-5959,서울시 용산구 용산동2가 22-12,4,3.9,19,37.5437328,126.98726640000001,https://mp-seoul-image-production-s3.mangoplate.com/584169_1567185007065676.jpg
쉬림프라운,070-7755-1070,경기도 안산시 단원구 고잔동 539-4,4,3.9,16,37.31879342,126.83910921,https://mp-seoul-image-production-s3.mangoplate.com/465100_1530149505527335.jpg
그리너리샐러드,02-782-9242,서울시 영등포구 여의도동 13-25 정우빌딩,4,3.9,11,37.52896243,126.92200808,https://mp-seoul-image-production-s3.mangoplate.com/1565751_1577627322501785.jpg
능동샐러드,070-8836-4453,서울시 광진구 화양동 3-61  2F,4,3.9,14,37.5430135,127.071326,https://mp-seoul-image-production-s3.mangoplate.com/1338748_1558491703124492.jpg
브레드앤서플라이,02-3446-8979,서울시 강남구 청담동 117-39,7,3.8,30,37.525409499999995,127.0481374,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/66561_1496226628134318.jpg
마치래빗,070-4531-4514,서울시 강남구 신사동 560,4,3.7,76,37.52033660000001,127.02454350000001,https://mp-seoul-image-production-s3.mangoplate.com/598583_1544963279204033.jpg
샐러디,02-3277-4856,서울시 서대문구 대현동 11-1 ECC B4 404호,4,3.7,18,37.56102719,126.9462856,https://mp-seoul-image-production-s3.mangoplate.com/1168250_1539363036091663.jpg
슬런치팩토리,02-6367-9870,서울시 마포구 상수동 336-18,4,3.6,65,37.5458689,126.92085359999999,https://mp-seoul-image-production-s3.mangoplate.com/40495_1533551041842158.jpg
뉴오리진,02-6204-6527,서울시 영등포구 여의도동 23 IFC몰 L1,7,3.6,23,37.5249989,126.92530990000002,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/350745/67078_1573521625608
리틀포레스트,010-9616-6816,서울시 마포구 연남동 241-45  101호,4,3.6,19,37.56547964,126.92219874,https://mp-seoul-image-production-s3.mangoplate.com/278488/crycswez3km1mf.jpg
소이로움,02-586-8088,서울시 종로구 누하동 58-1,4,3.4,7,37.579665999999996,126.968594,https://mp-seoul-image-production-s3.mangoplate.com/464600_1507721702451708.jpg
갓샐러드,053-755-1700,대구시 수성구 범어동 225-7  1F,7,0.0,5,35.85993320000001,128.6358925,https://mp-seoul-image-production-s3.mangoplate.com/1011841_1529572197370616.jpg
유원설렁탕,02-414-2256,서울시 송파구 삼전동 3-3,1,4.2,20,37.5063324,127.09007263,https://mp-seoul-image-production-s3.mangoplate.com/460278_1570306113271507.jpg
일번지육개장,02-537-1911,서울시 서초구 잠원동 69-8 반포쇼핑타운5동 B1,1,4.0,16,37.50680923,127.00568390000001,https://mp-seoul-image-production-s3.mangoplate.com/619788_1571811594303942.jpg
나주곰탕냉면,02-313-8701,서울시 서대문구 대현동 101-22,1,4.1,15,37.55707213,126.94301215,https://mp-seoul-image-production-s3.mangoplate.com/47345/351536_1478924918718_73166
함경도찹쌀순대,02-403-8822,서울시 송파구 가락동 79-7,1,4.0,63,37.4947191,127.1213173,https://mp-seoul-image-production-s3.mangoplate.com/486150_1527419697076006.jpg
대청마루김치찌개전문,02-333-6101,서울시 마포구 서교동 446-60,1,4.0,12,37.55551147,126.91829681,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/460278_1465634356551690.jpg
천향마라탕,02-2233-1288,서울시 광진구 자양동 9-29  1F,2,4.0,20,37.539905700000006,127.0673862,https://mp-seoul-image-production-s3.mangoplate.com/667882_1571308688492128.jpg
이여곰탕,02-792-2508,서울시 용산구 한강로2가 109-2,1,3.9,22,37.5314141,126.97042890000002,https://mp-seoul-image-production-s3.mangoplate.com/379418/1093671_1547631960803_33582
몽중헌,02-3446-7887,서울시 강남구 청담동 97 엠빌딩 B1,2,3.8,132,37.52434829999999,127.04480149999999,https://mp-seoul-image-production-s3.mangoplate.com/136/172778_1563864789339_90694
가비에,070-7739-4007,"서울시 마포구 서교동 337-3  1F, 2F",7,3.8,19,37.55444881,126.92948489,https://mp-seoul-image-production-s3.mangoplate.com/965837_1567815074488722.jpg
진지방순대국 (폐점),02-552-0059,서울시 강남구 대치동 994-8 정공상가 106호,1,3.8,15,37.498785999999996,127.06811499999999,https://mp-seoul-image-production-s3.mangoplate.com/227253/1151727_1569748723593_23441
미스터국밥,02-928-9938,서울시 성북구 안암동5가 94-2,1,3.8,9,37.586165799999996,127.0305463,https://mp-seoul-image-production-s3.mangoplate.com/777980_1571384091184073.jpg
콩뿌리전주콩나물국밥,02-2051-3381,서울시 강남구 역삼동 739,1,3.7,22,37.49911394,127.0362561,https://mp-seoul-image-production-s3.mangoplate.com/596640_1574321696766658.jpg
봉선마라탕,02-2637-4005,서울시 영등포구 대림동 1057-68,2,3.6,29,37.492125,126.897749,https://mp-seoul-image-production-s3.mangoplate.com/673166_1539104691966225.jpg
스시쇼부,02-386-0045,서울시 은평구 응암동 85-4  2F,3,4.3,14,37.6020549,126.9250624,https://mp-seoul-image-production-s3.mangoplate.com/463989_1574590094553874.jpg
가네끼스시,02-831-3472,서울시 동작구 신대방동 395-69 보라매아카데미타워 2F,3,4.3,11,37.4914529,126.92415600000001,https://mp-seoul-image-production-s3.mangoplate.com/59951/1049281_1573111302071_11707
애프터8,02-6105-0801,서울시 용산구 한남동 29-6  2F,4,4.7,19,37.5346387,127.0095691,https://mp-seoul-image-production-s3.mangoplate.com/52544_1576052824613293.jpg
롸카두들내쉬빌핫치킨,02-3447-3456,서울시 강남구 신사동 646-8,4,4.7,58,37.5255962,127.03643629999999,https://mp-seoul-image-production-s3.mangoplate.com/489425_1576491105909207.jpg
꼬에모,02-511-0711,서울시 강남구 신사동 648-23  2F,4,4.7,28,37.5240886,127.03681499999999,https://mp-seoul-image-production-s3.mangoplate.com/409704/masj7emj8myqp3.jpg
레리엇,02-720-2345,서울시 용산구 이태원동 455-23  1F,5,4.5,51,37.5344838,126.9886338,https://mp-seoul-image-production-s3.mangoplate.com/617296_1576682231022389.jpg
세스크멘슬,02-6082-0393,서울시 성동구 성수동2가 322-20,4,4.5,45,37.5410636,127.0564267,https://mp-seoul-image-production-s3.mangoplate.com/456417_1570692120219851.jpg
라무라 (휴업중),,서울시 중구 을지로3가 296-5  2F,3,4.5,43,37.5652297,126.9923791,https://mp-seoul-image-production-s3.mangoplate.com/729747_1576216164394307.jpg
카츠바이콘반,02-547-3903,서울시 강남구 신사동 647-22,3,4.5,52,37.5247998,127.0364575,https://mp-seoul-image-production-s3.mangoplate.com/405064/810841_1574474329320_31884
사녹,010-6456-1617,서울시 강남구 신사동 642-14  2F,4,4.5,13,37.5263812,127.03660990000002,https://mp-seoul-image-production-s3.mangoplate.com/403747/697960_1574264964698_25703
야사이마끼쿠이신보,010-9498-9215,서울시 강남구 신사동 539-1,3,4.4,19,37.5186925,127.0242793,https://mp-seoul-image-production-s3.mangoplate.com/27066_1571973232583123.jpg
시고로,02-6489-3338,서울시 강남구 청담동 21-14  2F,4,4.4,25,37.5220728,127.04203400000002,https://mp-seoul-image-production-s3.mangoplate.com/1223044_1573648624624991.jpg
엘초코데떼레노,02-792-5585,서울시 용산구 한남동 263-10 성아맨숀,5,4.4,12,37.53427070000001,127.0086313,https://mp-seoul-image-production-s3.mangoplate.com/388875/875753_1570696346567_34282
페스타바이민구,02-2250-8170,서울시 중구 장충동2가 201,4,4.4,10,37.55008839999999,127.0023145,https://mp-seoul-image-production-s3.mangoplate.com/395217/55519_1566647822972_10685
도취,02-723-1288,서울시 종로구 누상동 53-1  B1 101호,1,4.3,36,37.5808659,126.967092,https://mp-seoul-image-production-s3.mangoplate.com/812643_1575017747021656.jpg
스시카이세이,02-515-2700,서울시 강남구 신사동 635-7  1F,3,4.3,15,37.52695247,127.03436591,https://mp-seoul-image-production-s3.mangoplate.com/736760_1562061932678639.jpg
스시키즈나,02-722-0411,서울시 종로구 소격동 159,3,4.3,5,37.578805100000004,126.98163899999999,https://mp-seoul-image-production-s3.mangoplate.com/586167_1571152466136726.jpg
라스트페이지,02-790-5225,서울시 용산구 한남동 657-128,8,4.2,10,37.5337637,127.00214879999999,https://mp-seoul-image-production-s3.mangoplate.com/26786_1554792827845974.jpg
멘야코노하카레,02-999-5746,서울시 도봉구 창동 635-42 103동 1F,3,4.1,26,37.6409914,127.0337389,https://mp-seoul-image-production-s3.mangoplate.com/400317/743008_1575082977145_11402
오트렉,02-2276-1921,서울시 중구 인현동2가 192-19  3F,4,4.1,15,37.5637656,126.99542040000001,https://mp-seoul-image-production-s3.mangoplate.com/2925_1576604452374937.jpg
아각아각,,서울시 마포구 연남동 570-23,5,4.1,14,37.559177500000004,126.91998500000001,https://mp-seoul-image-production-s3.mangoplate.com/700458_1572102377992189.jpg
스시고이,02-6448-1688,서울시 동대문구 회기동 60-22,3,4.1,15,37.591156899999994,127.05279879999999,https://mp-seoul-image-production-s3.mangoplate.com/1074584_1566403954207943.jpg
장생건강원,070-7543-1077,서울시 강남구 논현동 145-12,8,4.1,56,37.509366299999996,127.02453940000001,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/389883/12258_1574268653777
와필레,,서울시 용산구 이태원동 556-3,7,4.1,17,37.5373107,126.98697179999999,https://mp-seoul-image-production-s3.mangoplate.com/403209/1100616_1575123446912_22440
우고 (폐점),010-3081-2387,서울시 종로구 누하동 146-3,7,4.0,7,37.5791378,126.9686607,https://mp-seoul-image-production-s3.mangoplate.com/584169_1558592410650902.jpg
유면가 (휴업중),02-547-1251,서울시 성동구 성수동1가 685-216  1F,1,3.9,17,37.548191700000004,127.0433107,https://mp-seoul-image-production-s3.mangoplate.com/444306_1576753307000812.jpg
미니마이즈,070-8806-1234,서울시 용산구 한남동 75-1  B1,7,3.9,18,37.5339019,127.00770849999999,https://mp-seoul-image-production-s3.mangoplate.com/2925_1576604614540334.jpg
로우앤슬로우 텍사스바베큐,02-793-2268,서울시 용산구 이태원동 127-28  2F,4,3.8,20,37.5340424,126.9942368,https://mp-seoul-image-production-s3.mangoplate.com/401975/449685_1574543116241_48546
면주방안주방,02-515-5113,서울시 강남구 신사동 655-4  1F,8,3.8,12,37.5253419,127.03858590000002,https://mp-seoul-image-production-s3.mangoplate.com/917711_1576754200746140.jpg
보너스,010-2260-8768,서울시 중구 초동 19-1  2F,1,3.7,13,37.5651217,126.99259540000001,https://mp-seoul-image-production-s3.mangoplate.com/489425_1577069621191992.jpg
에이스포클럽,010-4248-4244,서울시 중구 을지로2가 101-2  2F,8,3.3,9,37.5664885,126.989571,https://mp-seoul-image-production-s3.mangoplate.com/332941_1555087942288317.jpg
오드투스윗,02-499-0036,서울시 성동구 성수동1가 16-40,7,3.3,6,37.5434022,127.0514858,https://mp-seoul-image-production-s3.mangoplate.com/651394_1577440466170229.jpg
무니,02-511-1303,서울시 강남구 청담동 13-3  1F,3,0.0,2,37.5229503,127.0454864,https://mp-seoul-image-production-s3.mangoplate.com/380853/154428_1566481846860_45570
송우종다이닝,02-517-9993,서울시 강남구 신사동 645-16,3,0.0,5,37.52560510000001,127.0349777,https://mp-seoul-image-production-s3.mangoplate.com/670755_1573101805454800.jpg
어물전,010-4434-0488,서울시 강남구 청담동 2-6  1F,3,0.0,4,37.5229702,127.0405031,https://mp-seoul-image-production-s3.mangoplate.com/408874/4csg6ljyuqw6ob.jpg
이미커피,070-4240-5228,서울시 구로구 구로동 798-30  101호,7,0.0,3,37.4848911,126.8880047,https://mp-seoul-image-production-s3.mangoplate.com/383700/rzlw5jz_npyj6e.jpg
금남방,,서울시 성동구 금호동4가 1094,8,0.0,2,37.5478713,127.02076799999999,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/397388/805483_1565361603566
텐지몽,,서울시 강남구 청담동 69-5  4F,3,0.0,3,37.522415,127.05433219999999,https://mp-seoul-image-production-s3.mangoplate.com/403377/t0b8npm7er7-2s.jpg
Ori,010-9244-4890,서울시 용산구 용산동2가 45,4,0.0,2,37.543341999999996,126.98790100000001,https://mp-seoul-image-production-s3.mangoplate.com/400375/fm_mtpss7d7c0a.jpg
로이베이커리카페,010-8767-7711,서울시 광진구 자양동 553-476  1F,7,4.4,9,37.534320799999996,127.06837340000001,https://mp-seoul-image-production-s3.mangoplate.com/65515_1572590210696725.jpg
코코크로와상,070-8899-4959,경기도 안양시 동안구 관양동 1714-1 상가 1F 102호,7,4.2,32,37.4079356,126.97187199999999,https://mp-seoul-image-production-s3.mangoplate.com/276268/1452532_1568277694843_11549
블랑제리꾸끄,02-816-1121,서울시 동작구 노량진동 215-254,7,4.2,17,37.507729100000006,126.9476185,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/896559_1525731300140925.jpg
배꼽집,02-539-3323,서울시 강남구 논현동 140-3,1,4.4,44,37.51018633,127.02405872,https://mp-seoul-image-production-s3.mangoplate.com/245757/35947_1462457277995_17660
논현장어,02-512-9278,서울시 강남구 논현동 121,1,4.4,16,37.51125098,127.02243256,https://mp-seoul-image-production-s3.mangoplate.com/460278_1575152712796574.jpg
노들강,02-517-6044,서울시 강남구 논현동 184-18,1,4.4,10,37.50619498,127.02584085,https://mp-seoul-image-production-s3.mangoplate.com/12738/egf9h-mv-hzi6h.jpg
크라이치즈버거,02-582-6244,서울시 서초구 서초동 1358-8,4,4.3,77,37.4872797,127.03191650000001,https://mp-seoul-image-production-s3.mangoplate.com/619788_1541426798355177.jpg
테이스티버거,02-336-3034,서울시 마포구 상수동 317-2 행운빌딩 1F,4,4.3,25,37.548243400000004,126.92071580000001,https://mp-seoul-image-production-s3.mangoplate.com/356831/200031_1570223123028_8301
밤가시버거,031-813-9010,경기도 고양시 일산동구 정발산동 1350-4,4,4.1,43,37.6690842,126.7846838,https://mp-seoul-image-production-s3.mangoplate.com/1170989_1570979174569505.jpg
파머스키친,0507-1309-0984,강원도 양양군 현남면 동산리 7  1F,4,3.9,34,37.9803695,128.76217,https://mp-seoul-image-production-s3.mangoplate.com/693796_1536072167544781.jpg
애니앤길버트버거,02-2251-8333,서울시 종로구 청진동 246 D타워 3F,4,3.8,29,37.571113000000004,126.97912725,https://mp-seoul-image-production-s3.mangoplate.com/223115/546894_1535638656859_7130
잭슨피자,02-512-0717,서울시 강남구 신사동 574,4,4.3,23,37.524995000000004,127.024534,https://mp-seoul-image-production-s3.mangoplate.com/399730/449685_1576243160691_40602
메종뒤샤,031-719-1703,경기도 광주시 오포읍 신현리 328-2,4,3.9,14,37.363721000000005,127.164997,https://mp-seoul-image-production-s3.mangoplate.com/224163/1345477_1573483355814_36410
소풍가는날,02-876-7792,서울시 관악구 봉천동 1657-21,1,4.3,63,37.47610246,126.96461422,https://mp-seoul-image-production-s3.mangoplate.com/278244/1156076_1574581757856_15108
한양돈까스,02-577-8120,서울시 서초구 양재동 96,1,4.0,23,37.4772514,127.03956399999998,https://mp-seoul-image-production-s3.mangoplate.com/1304850_1571160831905608.jpg
상아김밥&떡볶이,02-540-0116,서울시 서초구 잠원동 35-1,1,4.0,18,37.5127916,127.01764879999999,https://mp-seoul-image-production-s3.mangoplate.com/365355/783110_1564310637625_889131
