,address,id,menu,name,review_count,score,star,tel,zzim
778,서울특별시 강동구 성내동 440-22,f5BzvZAAS7cx,[],미팅,None,12점,None,02-474-7555,0
779,서울특별시 송파구 송파동 48-15,EJExrL1yekYN,"['아메리카노, 에스프레소 - 2,500원', '카페라떼, 플랫화이트 - 3,000원', '콜드브루 - 3,000원', '크림콜드브루,콜드브루라떼,바닐라라떼 - 3,500원', '크림모카 - 4,000원', '레몬에이드,딸기스무디 - 4,000원', '착즙당근사과쥬스 - 4,500원']",신양로스터스,6,49점,5.0,02-420-3602,5
780,서울특별시 도봉구 도봉1동 293-2,MfpyInw6XMFH,"['자연산민물장어 600g - 53,000원']",인디언소울,2,19점,3.0,02-956-7448,13
781,서울특별시 광진구 광장동 258-18,XBDE1862udSu,"['민속국시 - 6,000원', '비빔칼국수 - 7,000원', '콩국수 - 7,000원', '열무냉국수 - 7,000원', '파전 - 8,000원']",다야,7,56점,4.2,02-453-7833,21
782,서울특별시 서초구 반포동 1128,d86UlJk6ulZz,"['순두부찌개 - 6,000원', '굴순두부찌개 - 7,000원', '비지찌개 - 6,000원', '청국장 - 7,000원', '전복순두부 - 9,000원', '두부젓국 - 6,000원', '묵은지순두부찌개 - 6,000원', '모두부 - 8,000원', '두부전골 - 10,000원', '두부보쌈 - 18,000원', '두부김치두루치기 - 18,000원', '마파두부 - 12,000원', '두부조림 - 5,000원', '두부김치찜 중 - 20,000원', '두부김치찜 대 - 30,000원', '콩비지전 - 10,000원', '들깨순두부 - 8,000원']",맷돌로만,5,42점,4.5,02-535-1233,16
783,서울특별시 동작구 사당동 127-42,iJdI1UWiZawX,"['방배김밥 / 우엉김밥 - 3,000원', '참치김밥 / 치즈김밥 - 3,500원', '김치김밥 / 소고기김밥 - 3,500원', '고추김밥 - 3,500원', '방배꼬마김밥 - 2,000원', '우엉꼬마김밥 - 2,000원', '참치꼬마김밥 / 김치꼬마김밥 - 2,500원', '소고기꼬마김밥 - 2,500원']",방배김밥,None,53점,None,02-599-0566,95
784,서울특별시 마포구 합정동 473,yotd3OLkOESa,"['빵집', ' 프랑스']",브리오슈도레,None,13점,None,02-308-2253,1
785,서울특별시 동작구 신대방동 395-71,PPKV2eYJEQNi,"['아마트리치아나 - 10,800원', '콰트로포르마지피자 - 13,900원', '채끝등심스테이크 - ', '까르보나라 - 11,800원', '블랙아이언시그니쳐스테이크 - ']",블랙아이언스테이크 앤 펍,None,22점,None,02-848-2855,4
786,서울특별시 구로구 구로동 197-21,K7XbZX688xTx,"['양지 쌀국수 - 9,800원', '불고기 쌀국수 - 12,000원', '차돌박이 쌀국수 - 13,000원', '닭쌀국수 - 8,900원', '분짜 - 15,000원', '반쎄오 - 18,000원', '볶음밥 - 9,800원', '야채볶음 - 9,000원', '넴 - 6,900원', '매운쌀국수 - 9,800원', '껌팃헤오 - 9,800원', '고이꾸온 - 6,900원']",에머이,3,27점,3.0,02-852-0788,15
787,서울특별시 영등포구 여의도동 44-35 제일빌딩 202호,EmyIGMthqyeb,"['고해짬뽕 - 7,000원', '고해청양짬뽕 - 7,000원', '짜장 - 5,000원', '짬뽕 - 7,000원', '옛날짜장 - 8,000원']",유성반점,2,26점,4.5,02-782-0172,1
788,서울특별시 성북구 동소문동1가 48,z9qWX5TVfrFK,"['남편피자 - 17,000원', '아내피자 - 14,000원', '꽈뜨로포르마지피자 - 16,000원', '풍기피자 - 16,000원', '삐깐테소세지피자 - 16,000원', '마르게리따피자 - 13,000원', '디아볼라피자 - 14,000원', '루꼴라피자 - 15,000원', '랜치샐러드피자 - 16,000원', '알리오에올리오 - 9,000원', '봉골레 - 10,500원', '버섯크림파스타 - 10,500원', '새우크림파스타 - 11,500원', '까르보나라파스타 - 10,500원', '뽀모도로파스타 - 9,000원', '소세지이탈리안파스타 - 10,000원', '해산물토마토파스타 - 11,500원', '해산물크림리조또 - 12,500원', '버섯크림리조또 - 11,500원', '그린샐러드 - 7,000원', '구운버섯샐러드 - 9,500원', '카스/클라우드 330ml - 3,500원', '바다피자 - 18,000원', '자몽/레몬/청포도 에이드 - 4,500원', '리코타 치즈 샐러드 - 10,500원']",부부셰프,3,34점,4.1,02-763-4931,4
789,서울특별시 도봉구 쌍문동 45-6,fRU9X3KAzjAh,"['아메리카노 - 3,000원']",일월생,None,13점,None,010-7156-7149,1
790,서울특별시 서초구 반포동 748-12,EBZ0r9VMFmgf,"['저녁메뉴) 참치스페셜 - 28,000원', '저녁메뉴) 실장추천참치 - 38,000원', '저녁메뉴) 일품참치 - 55,000원', '저녁메뉴) 혼마구로 - 75,000원', '점심메뉴) 회덮밥 - 9,000원', '점심메뉴) 히레까스 - 8,000원', '점심메뉴) 일식카레+돈까스 - 8,000원', '점심메뉴) 알탕 - 8,000원', '점심메뉴) 대구탕 - 8,000원', '점심메뉴) 대구지리 - 8,000원', '점심메뉴) 알밥 - 7,000원', '점심메뉴) 우동정식 - 7,000원', '점심메뉴) 냉모밀(하절기메뉴) - 7,000원', '점심메뉴) 일반초밥 - 12,000원', '점심메뉴) 특초밥 - 20,000원', '점심메뉴) 혼마구로초밥 - 30,000원', '점심메뉴) 일반정식 - 15,000원', '점심메뉴) 특정식 - 22,000원', '점심메뉴) 혼마구로정식 - 30,000원']",이춘복참치,14,57점,3.8,02-542-4558,50
791,서울특별시 송파구 잠실동 218-5,BPd32jthH7eb,"['벼락코스 - 27,000원']",벼락가우리,None,32점,None,02-421-0222,26
792,서울특별시 중랑구 망우동 407-28,dBZSDBmA3Hwi,"['해장국 - 7,000원']",용마해장국,12,61점,3.8,02-2209-5938,53
793,서울시 용산구 후암동 358-17 4F (대원정사 별관 4층),bCDfYEMvXYxn,"['점심메뉴 품격상 - 80,850원', '점심메뉴 위품상 - 115,500원', '점심메뉴 인품상(채식) - 115,500원', '저녁메뉴 위품상 - 115,500원', '저녁메뉴 기품상 - 173,250원', '저녁메뉴 상품상 - 231,000원', '저녁메뉴 인품상(채식) - 173,250원']",품 서울,2,55점,4.5,02-777-9007,59
794,서울특별시 종로구 중학동 19,IzMXaKnRuHmt,"['모짜렐라토마토파니니 - 11,500원', '꿀딸기우유 - 5,800원', '꿀딸기바나나 - 5,800원', '꿀호두바나나 - 4,800원', '레몬에이드 - 5,000원']",카페 마마스 광화문점,18,66점,4.0,02-736-1250,225
795,서울특별시 종로구 명륜2가 237 아남아파트,KLmYqkCJpCL6,"['사과 고추장 제육볶음 - 8,800원', '삼겹 생강 간장구이 - 10,800원', '병아리콩카레 - 10,800원', '마늘폭탄오징어볶음 - 9,800원']",명륜건강원,8,62점,3.9,02-741-2344,115
796,서울특별시 강북구 수유동 192-61 2층,pW6pNHUDpM0L,"['로제파스타치킨 - 9,900원', '쉬림프벌집퐁듀 - 10,900원', '통오징어짬뽕탕 - 10,900원', '닭한마리칼국수 - 10,900원', '쫄삼 - 9,900원', '뿌링 찹쌀핫도그 - 6,900원', '1943대왕치즈볼 - 6,900원', '닭껍질 튀김 - 6,900원', '옛날 김치우동 - 7,900원', '장인계란탕 - 8,900원']",1943 수유점,None,12점,None,070-8835-1943,0
797,서울특별시 노원구 상계동 371-6,7oYFfDXpVU68,[],윤호네착한메밀,4,40점,4.0,02-936-2819,2
798,서울특별시 성북구 안암동5가 101-51,uDPUOZpNNpCQ,"['전기구이통닭 - 14,000원', '마늘치킨 - 16,000원', '후라이드치킨 - 15,000원', '양념치킨 - 16,000원', '파닭 - 16,000원', '골뱅이&사리 - 15,000원']",삼통치킨 본점,3,31점,3.7,02-927-1331,5
799,서울특별시 금천구 시흥동 885-10,Wkh1gep2BeQ1,"['걸레만두2장과 떡볶이 (1인분) - 3,500원', '음료수 한캔 - 600원', '계란 - 300원', '곱배기 - 5,000원']",걸레만두,5,30점,4.4,02-804-8519,24
800,서울특별시 성동구 성수동2가 315-30,al4yoPhhLcsS,"['슈크르트 - 23,000원', '브이야베스 - 29,000원', '꼬꼬뱅 - 27,000원', '도피노아즈 - 18,000원']",프랑스포차,None,22점,None,02-3144-9191,13
801,서울시 강남구 신사동 615,9nD088eCmcJw,"['찐만두, 물만두 - 8,000원', '군만두 - 9,000원', '오향장육 - 32,000원', '유산슬밥 - 16,000원', '고추잡채밥 - 9,000원', '볶음밥 - 9,000원']",산동교자관,4,62점,4.6,02-514-2608,105
802,서울특별시 은평구 대조동 6-21,hQDH04FgAv5u,"['특선회 코스 - 55,000원', '숙성회 - 38,000원', '실장님스페셜회 - 80,000원', '생선초밥 - 15,000원', '연어초밥 - 18,000원', '스페셜초밥 - 20,000원', '카이센동 - 16,000원', '카이센동(우니+이꾸라 추가) - 22,000원', '회덮밥+매운탕(특) - 10,000원', '회덮밥+매운탕(평일점심특선) - 7,000원', '생선회정식(2인이상주문가능) - 20,000원', '연어덮밥 - 8,000원', '회덮밥+매운탕 - 7,000원', '생선회 정식(점심/2인 이상) - 20,000원']",산이네 횟집,2,34점,4.0,02-384-5466,12
803,대구광역시 중구 남일동 59-4,9PLI4Y4PUG6n,"['프랑스마카롱 - 1100~1600', '다쿠와즈 - 1,200원', '에끌레어 - 2,000원', '모찌롤 - 6,000원']",마리웨일 마카롱,None,12점,None,053-428-0688,0
804,서울특별시 광진구 구의동 79-25,F2brrMSkSXyc,"['오늘의메뉴 - ', '오늘의 와인 - ']",심야식당 7925,None,16점,None,02-444-3056,4
805,서울특별시 중랑구 면목동 184-48,pBsqs2LvcugY,"['통닭다리쌀국수 - 7,000원', '통닭다리쌀국수 곱빼기 - 8,000원', '완자쌀국수 - 5,700원', '완자쌀국수 곱빼기 - 6,700원', '볶음면 - 5,000원', '파인애플볶음밥 - 5,000원', '하노이분짜 - 9,000원']",리틀하노이,None,22점,None,010-3170-3493,2
806,서울특별시 강서구 방화동 609-29,dFT3R7QOQ1RO,"['게장정식(수게) - 20,000원', '게장무한리필(수게) - 39,000원', '꽃게탕 - 35,000원', '알밥 - 6,000원', '(포장) 간장게장 (소) - 20,000원', '(포장) 간장게장 (대) - 40,000원', '(포장) 양념게장 (소) - 25,000원', '(포장) 양념게장 (대) - 40,000원', '(포장) 왕대하장 (소) - 30,000원', '(포장) 왕대하장 (대) - 50,000원', '정식(특)(암게) - 39,000원']",삼순이게장,2,24점,3.3,02-2663-5292,22
807,서울특별시 영등포구 영등포동4가 442,hWkEhgJ1rsPk,"['무화과빵 - 2,500원', '치즈볼 - 1,500원', '코코넛쿠키 - 2,000원', '에스프레소 - 4,000원', '아메리카노 - 4,000원']",오월의종 타임스퀘어점,18,66점,4.2,02-2636-3801,101
808,서울특별시 영등포구 여의도동 26,1MnDDh0HMDxl,"['교동특선 모듬전 - 22,000원', '모듬해물파전 - 22,000원', '굴전 - 19,000원', '강판감자전 - 15,000원', '고추전 - 17,000원', '동그랑땡 - 17,000원', '번데기탕 - 12,000원', '어묵탕 - 17,000원', '해물 순두부찌개 - 17,000원', '홍합탕 - 18,000원', '얼큰 알탕 - 23,000원']",교동전선생,5,51점,4.0,02-6404-4042,14
809,서울특별시 중구 을지로3가 296-2 2층,1U6k0sfySg2g,"['와인 - ', '소규모핏자 - 16,000원', '볼로냐 토마토 스파게티 - 15,000원', '알프레도 크림 페투치니 - 15,000원', '더블 치즈 멜트 후라이 - 13,000원', '보물상자 - 14,000원', '누텔라 과일 퐁듀 - 14,500원', '대규모 치즈 플레이트 - 23,500원', '모짜렐라 카프레제 - 14,000원', '브리치즈 구이 - 13,500원', '생일선물 - 0원']",소규모와인bar,None,20점,None,010-7175-3959,0
810,서울특별시 서대문구 창천동 46-12,AR3t44fwXc3Q,"['콤비네이션 까나페 - 5,000원', '구운쥐포와 믹스넛 - 6,000원', '반건조 오징어와 믹스넛 - 9,000원', '치즈, 칠리, 화이트 디핑 소스와 나쵸 - 8,000원', '아보카도 토스트 - 9,000원', '신선한 계절과일 - 13,000원', '요거트와 꿀이 흐르는 과일 시리얼 샐러드 - 10,000원', '아보카도와 닭가슴살 샐러드 - 10,000원', '리코타 치즈 샐러드 - 10,000원', '매콤달콤한 불고기를 얹어먹는 나쵸 - 10,000원', '블랙 트러플향 프렌치 후라이 - 9,000원', '칠리소스, 사워크림을 얹은 감자튀김 - 10,000원', '계란을 덮은 양파, 소세지, 베이컨 볶음 - 12,000원', '샥수카 - 15,000원', '감바스 알 아히요 - 13,000원', '간장소스로 맛을 낸 버팔로윙 - 15,000원', '매콤 달콤한 치킨 퀘사디아 - 15,000원', '치즈향 가득한 크림소스와 함께 즐기는 모둠 소세지 - 15,000원']",씽킹인사이드더박스,3,49점,4.0,02-312-3812,39
811,서울특별시 도봉구 도봉1동 281-14,yWi6c2oNICjr,"['추어탕 - 7,000원', '메기탕(소) - 20,000원']",섬진강매운탕,2,20점,3.5,02-956-7386,1
812,서울특별시 서대문구 창천동 52-147 1층,tuWJP2DPU3Kw,"['생왕갈비 200 g - 12,000원', '대표메뉴 한접시 생왕갈비 600 g - 29,900원', '오겹살 180 g - 13,000원', '목살 180 g - 13,000원', '추억의도시락 - 4,000원', '김치말이냉국수 - 3,500원', '오리지날계란찜 - 4,000원']",이층집,None,24점,None,02-324-8382,6
813,서울특별시 구로구 구로3동 170-10,GHz4ZRMxAni9,[],카페델몬도,None,12점,None,02-6942-9525,0
814,서울특별시 강남구 논현동 116-3,rdBip9wQy7IB,"['매운 오징어 볶음 - ', '국내산 제육볶음 - ', '치즈닭발 - ']",팔당닭발,7,52점,4.6,02-546-4686,45
815,서울특별시 성동구 성수동1가 13-187,sce1WdsusS9x,"['짬뽕 - 7,000원', '짜장 - 5,000원', '쟁반짜장 - 7,000원', '볶음밥 - 7,000원', '우동 - 6,000원', '비빔짬뽕 - 7,000원', '탕수육 대 - 14,000원', '탕수육 소 - 7,000원', '군만두 - 5,000원', '콩국수 - 7,000원']",봉짬뽕,4,25점,3.7,02-466-8506,13
816,서울특별시 강동구 길동 457-4,HTvoTBgl8rsy,[],길동우동집,5,30점,3.4,02-471-9455,15
817,서울특별시 서대문구 연희동 188-55,5zALhFuU8l3F,"['먹물빠네크림파스타 - 13,800원', '生등심돈카츠 - 9,800원', '게살로제 - 12,300원']",쏘렌토 연희직영점,None,12점,None,02-325-8088,0
818,서울특별시 은평구 대조동 198-27,6ceP5jmCDeLh,"['목살 한상 - 32,800원', '폭립 한상 - 37,800원', '시카고피자 한상(페퍼로니, 불고기) - 35,800원', '시카고피자 한상(쉬림프) - 37,800원', '새우치즈퐁듀 한상 - 32,800원', '대창파히타 한상 - 37,800원', '파히타 한상 - 35,800원', '모둠 스테이크 샐러드 - 22,800원', '스테이크 샐러드 - 21,800원', '필라프 - 19,800원', '리조또 - 19,800원', '대창 파스타 - 20,800원', '새우 오일 파스타 - 20,800원', '파스타 - 19,800원', '빠네 파스타 - 20,800원', '시카고 피자(페퍼로니, 불고기) - 19,800원', '쉬림프 시카고 피자 - 21,800원', '피자 - 9,800원', '돈후라이드 - 14,000원']",서가앤쿡,6,16점,3.2,02-353-0183,0
819,서울특별시 은평구 갈현동 400-16 2층,pjCeBpXJnlY3,"['샤브 & 훠궈  - ', '샤브&훠궈 - 16,000원']",천유향,None,13점,None,070-7543-1929,0
820,서울특별시 서대문구 창천동 13-28,KAY9B1Am8Etv,"['알리오올리오 - 4,900원', '트러플구운뇨끼 - 6,900원', '딱새우로제파스타 - 6,900원', '라자냐  - 7,900원', '라비올리 - 7,900원', '부채살스테이크 - 9,900원', '2인세트  - 25,700원']",키친스별,16,28점,2.1,02-313-0905,148
821,서울특별시 관악구 봉천동 1686-27,VdGuEgKJ7Jo9,"['에스프레소 - 4,300원', '아메리카노 - 4,300원', '문득 카페라떼 - 5,000원', '바닐라라떼 - 5,500원', '카페모카 - 5,600원']",문득낙성,4,42점,4.3,,2
822,서울특별시 동대문구 전농동 587-2,bSdVERunGFPs,"['오리지널 함바그 XS - 9,400원', '어니언 함바그 XS - 10,400원', '머쉬룸 함바그 XS - 10,400원', '그릴채소 함바그 XS - 11,200원', '에그 함바그 XS - 9,900원', '애그치즈 함바그 XS - 10,900원', '에그치즈갈릭 함바그 XS - 11,400원', '함바그 샘플러 - 15,200원', '데미 함박스테이크 - 10,900원', '데미치즈 함박스테이크 - 11,900원', '골드치즈 함박스테이크 - 13,900원', '부채살 스테이크 - 14,900원', '등심 스테이크 - 20,900원', '알찬비빔밥 - 9,400원', '샐러드파스타 - 9,400원', '또띠아파스타 - 11,400원', '리코타치즈샐러드 - 11,400원', '야끼니꾸 - 13,900원']",후쿠오카함바그,None,22점,None,02-3707-1944,15
823,서울특별시 중구 장충동2가 186-54,uIPyjsjgtvn9,"['Lunch Wa Course - 80,000원', 'Lunch Hyo Course - 65,000원', 'Lunch Ji Course - 55,000원', 'Lunch Grilled Fish - 52,000원', 'Dinner Jin Course - 165,000원', 'Dinner Sun Course - 143,000원', 'Dinner Hyo Course - 115,000원', 'Dinner Mi Course - 95,000원', 'Dinner ChirashiSushi - 85,000원']",스시효,2,28점,4.0,02-2270-3151,11
824,서울특별시 금천구 가산동 60-24,9OL3U8MG8a3P,"['백채 찌개 - 7,000원', '달걀말이 - 6,000원', '라면사리 - 1,000원', '모둠사리 - 2,000원', '주류 - 4,000원', '막걸리 - 3,500원', '음료 - 2,000원', '만두사리 - 2,000원', '두부사리 - 1,500원', '대접밥 - 1,000원']",백채,None,13점,None,02-868-1013,1
825,서울특별시 동작구 사당동 139-57,yw226gsncZ1M,"['간장새우 - 25,000원', '나가사키짬뽕 - 22,000원', '깐풍기 - 20,000원', '차돌박이 숙주볶음 - 17,000원', '토리아게 - 16,000원', '카레치킨우동나베 - 23,000원', '크림치즈와사비 - 11,000원', '까망베르치즈튀김 - 14,000원']",콘크리트,None,30점,None,02-3482-0648,19
826,서울시 용산구 한강로3가 65-450,mkCOdNHKXAc4,"['생선구이 - 10,000원', '와다비빔밥 - 12,000원', '참게게장 - 20,000원', '참게꽃게매운탕 - 45,000원', '장어구이 - 25,000원', '돼지김치찜 - 8,000원', '어리굴젓백반 - 12,000원', '장어탕(통) - 15,000원', '돌문어숙회 - 55,000원', '보리굴비 - 25,000원', '정육돼지(2인분 이상 주문 가능) - 13,000원', '홍어삼합 - 50,000원', '대하장 - 15,000원', '삶은돼지고기(2인분 이상 주문 가능) - 15,000원', '섬집육전 - 25,000원', '장어탕전골 - 50,000원', '홍어애탕 - 12,000원', '오리백숙(예약메뉴) - 60,000원', '닭백숙(예약메뉴) - 50,000원', '닭볶음탕 - 40,000원']",섬집,None,41점,None,02-794-0087,28
827,서울특별시 성북구 석관동 220-1,T8GvtxYxqUZs,"['평일 점심 쇠고기 샤브 런치 - 14,800원', '평일 점심 해물 샤브 런치 - 18,000원', '평일 점심 한우 목등심 샤브 런치 - 21,000원', '평일 점심 스페셜 런치 모듬세트 - 5원', '쇠고기 샤브 세트 - 19,500원', '해물 샤브 세트 - 23,000원', '한우 목등심 샤브 세트 - 24,000원', '스페셜 모듬 세트 - 28,000원']",마루샤브,None,13점,None,02-959-7770,4
828,서울특별시 양천구 목동 792-13 상가동 1층 101호,s8Kva1IlywKp,"['닭갈비 - 11,000원', '치즈닭갈비 - 12,000원', '을지로 골뱅이 - 20,000원', '여수돌게장 - 20,000원']",삼촌네 춘천닭갈비,None,20점,None,02-2654-0108,0
829,서울특별시 강서구 염창동 5-17,iBBfpIKdxGug,"['토종닭도리탕 1마리 - 45,000원', '능이토종닭백숙 1마리 - 55,000원', '능이토종오리백숙 1마리 - 60,000원', '토종닭도리탕 1마리반 - 68,000원', '능이토종닭백숙 1마리반 - 80,000원', '능이토종오리백숙 1마리반 - 90,000원', '수육200g - 23,000원', '목살 - 25,000원', '전골 200g 점심 - 23,000원', '특탕 - 15,000원']",유림,21,65점,3.6,02-3665-3930,141
830,서울특별시 양천구 목동 917-9,Po6KdgbCIbrc,"['꼬막비빔밥 - ', '꼬막무침(소면) - ', '해물뚝배기 - 12,000원', '꽃게살비빔밥 - 12,000원', '뚝배기꼬막비빔밥 - 12,000원', '산해진미해물조개찜 - 45,000원', '양념꼬막 - 15,000원', '소라사합 - 28,000원']",연안식당,2,26점,4.0,02-2642-4560,4
831,서울특별시 금천구 가산동 43-1,sSptS9vswSnU,"['중국집', ' 짬뽕']",만리향,None,12점,None,02-854-5777,0
832,서울특별시 성동구 성수동1가 16-26,XUtkB5e4gDvn,"['런치 세트 - 16,000원', '런치 알리올리오 - 16,000원', '런치 코코넛커리 - 16,000원', '런치 더치팬케이크 - 16,000원', '은대구파스타 - 24,000원', '어란파스타 - 23,000원', '스테이크 200g - 44,000원']",보이어,7,44점,3.7,070-4369-5994,7
833,서울특별시 강동구 성내동 428-4,JAnkvTgOyWJY,"['한우 특수부위-1판 - 79,000원', '한우 꽃등심-600g - 76,000원', '한우 안심-600g - 74,000원', '치마살-600g - 48,000원', '갈비살-600g - 48,000원', '한우 차돌박이-600g - 56,000원', '국내산 생삼겹살-600g - 20,000원', '국내산 목살-600g - 20,000원', '국내산 항정살-600g - 24,000원', '국내산 가브리살-600g - 23,000원', '토종한우 육회 - 22,000원', '토종한우 육사시미 - 22,000원', '기본 한테이블 상차림비 - 5,000원']",신흥정육식당,3,34점,3.7,02-488-3313,7
834,서울시 강서구 화곡동 900-37,PbMjsFWCqWEX,"['초밥(횟감에따라다름) - ', '연어 10pcs - 13,000원', '참치 10pcs - 15,000원', '연어+참치 10pcs - 15,000원', '모듬 14pcs - 16,000원', '특모듬 24pcs - 30,000원']",후토이,None,25점,None,02-2698-4885,6
835,서울시 강동구 성내동 50-7,UnNglZw1wdKh,"['쭈꾸미 - 11,000원', '삼겹쭈꾸미 - 12,000원', '새우쭈꾸미 - 12,000원', '독도모듬 - 12,000원']",독도쭈꾸미 성내동점,5,26점,3.4,02-485-1314,23
836,서울특별시 성북구 성북동 133-43,lFIZxyzjpCpm,"['쌀국수 - 9,000원']",빈하롱,None,20점,None,02-742-2512,3
837,서울특별시 동대문구 회기동 54-39,Sq691PLhRyDq,"['갈매기살 - 26,000원', '뽈살 - 26,000원', '갈매기살+뽈살 - 26,000원', '막창 - 26,000원', '모듬스페셜 - 26,000원', '껍데기 - 16,000원', '내장모듬 - 24,000원', '알콜 - 4,000원']",장군집,6,52점,4.3,010-2705-3099,30
838,서울특별시 서대문구 창천동 31-36,sNg2j9TIAjta,[],쩐주단 신촌점,3,35점,4.3,010-2327-9956,1
839,서울특별시 구로구 구로동 811,POYEb9UOHa3q,"['K-바비큐 - 6,000원', '얼터밋 - 6,500원', '써브웨이 멜트 - 5,900원', '비엘티 - 5,200원', '미트볼 - 5,200원', '햄 - 4,700원', '참치 - 4,800원', '로스트 치킨 - 5,900원', '터키 - 5,200원', '베지 - 3,900원', '스테이크 & 치즈 - 6,500원', '스파이시 이탈리안 - 5,700원', '치킨데리야끼 - 5,700원', '세트 메뉴 추가 - 1,900원', '블랙 포레스트햄 & 에그, 치즈 - 2,900원', '웨스턴, 에그 & 치즈 - 2,900원', '베이컨, 에그 & 치즈 - 2,900원', '스테이크, 에그 & 치즈 - 3,900원', '해쉬브라운 - 1,200원', '샐러드 - 1,700원', '브로콜리 & 체더치즈 수프 - 2,900원', '베이컨 포테이토 수프 - 2,900원', '더블 초코칩 쿠키 - 1,000원', '초코칩 쿠키 - 1,000원', '오트밀 레이즌 - 1,000원', '라즈베리 치즈케익 - 1,000원', '화이트 초코 마카다미아 - 1,000원', '웨지 포테이토 - 1,500원', '웨지 세트 추가 - 2,400원', '쉬림프 - 5,700원', 'Cheesy 웨지 포테이토 - 2,000원', 'Bacon Cheesy 웨지 포테이토 - 2,300원', '로티세리 바비큐 치킨 - 5,900원', '터키 베이컨 아보카도 - 6,500원', '풀드포크 - 5,900원', '에그마요 - 4,300원', '쉬림프 에그마요 랩 - 5,000원', '치킨 베이컨 미니 랩 - 2,900원', '스테이크 & 치즈 아보카도 랩 - 5,700원', '이탈리안 비엠티 - 5,200원', '써브웨이 클럽 - 5,700원', '치지 갈릭 미트볼 - 6,200원']",써브웨이,None,22점,None,02-850-2508,2
840,서울특별시 성북구 동선동2가 83,fxo5ydEluQlE,['낙곱새 - '],요감만족,None,33점,None,02-6368-8808,37
841,서울특별시 강남구 신사동 517-33,54p0EX4kqTeD,"['치킨치즈롤까스 - 12,000원', '날치알치즈롤까스 - 12,500원', '고구마치즈돈까스 - 12,000원', '버섯치즈롤까스 - 12,500원', '카레치즈롤까스 - 12,000원', '스파이시치즈롤까스 - 12,000원', '김치치즈롤까스 - 12,000원', '버터장조림덮밥 - 11,000원', '돈까스 - 10,000원', '치킨까스 - 10,000원', '이끼리코타샐러드 - 6,000원', '샐러드돈까스 - 12,000원', '연어덮밥 - 12,000원', '연어리코타샐러드 - 12,000원']",이끼롤까스 가로수길점,15,61점,3.8,02-514-3347,111
842,서울특별시 동대문구 전농동 30-3 원남빌딩 2층,jCJLGjlt8avN,"['필락짬뽕 - 6,000원', '필락짜장 - 5,000원', '백짬뽕 - 6,000원', '삼선짬뽕 - 8,000원', '새우볶음밥 - 7,000원', '잡채밥 - 7,000원', '레몬탕수육(소) - 14,000원', '사천, 갈릭 탕수육(소) - 18,000원', '깐풍기(소) - 19,000원', '유린기(소) - 19,000원', '새우요리(깐쇼,깐풍,크림) - 26,000원', '팔보채 - 32,000원', '차돌짬뽕 - 9,000원', '꿔바로우(소) - 19,000원', '유산슬 - 32,000원', '삼선해물누룽지탕 - 33,000원', '게살볶음밥 - 8,000원', '잡탕밥 - 10,000원']",짬뽕필락 전농점,None,20점,None,02-2242-2374,2
843,서울특별시 구로구 구로동 85-12,Prl1LetHp9Bk,"['고르곤졸라피자 - 14,500원', '페파로니피자 - 14,500원', '루꼴라피자 - 15,500원', '불고기피자 - 16,500원', '알리올리오 - 9,000원', '해산물토마토파스타 - 9,500원', '미트토마토파스타 - 10,500원', '까르보나라 - 10,500원', '쉬림프로제파스타 - 10,500원', '봉골레파스타 - 11,000원', '버섯트러플오일리조또 - 11,000원', '베이컨크림리조또 - 10,500원', '아자르식 하차푸리 - 13,500원', '바질새우파스타 - 11,000원', '마르게리타 - 15,500원', '콘구마피자 - 15,500원', '등심토마토리조또 - 12,000원', '시저샐러드 - 9,000원', '보코치니루꼴라샐러드 - 8,000원']",오비스트로,None,22점,None,02-867-6751,2
844,서울특별시 관악구 신림동 1433-176,t5gtbep2HWLx,"['근고기 - 39,000원', '목살 추가 - 26,000원', '삼겹살 추가 - 26,000원']",제주탐하리,1,29점,4.0,02-883-3207,12
845,서울특별시 성북구 동소문동5가 100 2층,qLo5057ume1p,"['칵테일 - 6,000원', '와인 - 7,000원', '피자,치즈플레이팅,오븐요리,칩스 - 7,000원']",원웨이,None,23점,None,010-6804-6586,1
846,서울특별시 동작구 신대방동 346-12,QyTkyMXyE4cn,"['오뎅나베 - 16,000원', '나가사키짬뽕탕 - 16,000원', '해물짬뽕탕 - 16,000원', '스팸김치찌개 - 15,000원', '꽁치김치찌개 - 15,000원', '두부김치 - 12,000원', '김치전 - 10,000원', '메밀전병 - 8,000원', '계란말이 - 8,000원', '번데기탕 - 8,000원']",술의온도,None,24점,None,010-4532-0670,0
847,서울특별시 은평구 응암동 427-126,qQnzj8yTgccr,"['얼큰물냉면 - 5,000원', '물냉면 - 4,500원', '비빔냉면 - 4,500원']",시장냉면,3,33점,3.7,02-387-1434,9
848,서울 용산구 이촌동 302-146 B동 2층 노들섬특화공간,SVNyTo5llqL7,"['마르게리따 - 13,900원', '페페로니 - 16,900원']",더피자 사운즈 노들점,4,44점,4.3,010-5327-0245,1
849,서울특별시 마포구 서교동 458-2,84xKjzXLuEi1,"['반찬 - 3000~8000', '끼니도시락 - 7,500원', '닭한마리 - 30,000원', '장조림 - 10,000원', '소불고기(1팩) - 12,000원', '제육볶음(1팩 대) - 10,000원']",끼니꺼리,None,12점,None,02-2653-3540,0
